'de novo' IMP biosynthesis	IMP biosynthesis
terpenoid indole alkaloid biosynthesis	indole derivative metabolism
terpenoid indole alkaloid biosynthesis	terpenoid indole alkaloid metabolism
terpenoid indole alkaloid metabolism	alkaloid metabolism
terpenoid metabolism	polyisoprenoid metabolism
terpenoid metabolism	terpene metabolism
terpenoid transport	isoprenoid transport
testicular fusome organization and biogenesis	fusome organization and biogenesis
testicular fusome organization and biogenesis	spermatogenesis
testicular ring canal formation	ring canal formation
testicular ring canal formation	spermatogenesis
tetrachloroethene catabolism	chlorinated hydrocarbon catabolism
tetrachloroethene catabolism	tetrachloroethene metabolism
tetrachloroethene metabolism	chlorinated hydrocarbon metabolism
tetracycline transport	drug transport
tetrahydrobiopterin biosynthesis	pteridine and derivative biosynthesis
tetrahydrobiopterin biosynthesis	tetrahydrobiopterin metabolism
tetrahydrobiopterin catabolism	pteridine and derivative catabolism
tetrahydrobiopterin catabolism	tetrahydrobiopterin metabolism
tetrahydrobiopterin metabolism	pteridine and derivative metabolism
tetrahydrocorphin metabolism	coenzymes and prosthetic group metabolism
tetrahydrofolate biosynthesis	folic acid and derivative biosynthesis
tetrahydrofolate biosynthesis	tetrahydrofolate metabolism
tetrahydrofolate metabolism	folic acid and derivative metabolism
tetrahydrofolylpolyglutamate biosynthesis	folic acid and derivative biosynthesis
tetrahydrofolylpolyglutamate biosynthesis	tetrahydrofolylpolyglutamate metabolism
tetrahydrofolylpolyglutamate metabolism	folic acid and derivative metabolism
tetrahydrofuran metabolism	heterocycle metabolism
tetrahydrofuran metabolism	organic ether metabolism
tetraterpenoid biosynthesis	terpenoid biosynthesis
tetraterpenoid biosynthesis	tetraterpenoid metabolism
tetraterpenoid catabolism	terpenoid catabolism
tetraterpenoid catabolism	tetraterpenoid metabolism
tetraterpenoid metabolism	terpenoid metabolism
tetraterpenoid transport	terpenoid transport
thelarche	development of secondary female sexual characteristics
thermoregulation	physiological processes
thermosensory behavior	behavior
thiamin and derivative biosynthesis	thiamin and derivative metabolism
thiamin and derivative catabolism	thiamin and derivative metabolism
thiamin and derivative metabolism	water-soluble vitamin metabolism
thiamin biosynthesis	thiamin and derivative biosynthesis
thiamin biosynthesis	thiamin metabolism
thiamin biosynthesis	water-soluble vitamin biosynthesis
thiamin catabolism	thiamin and derivative catabolism
thiamin catabolism	thiamin metabolism
thiamin catabolism	water-soluble vitamin catabolism
thiamin diphosphate biosynthesis	coenzyme biosynthesis
thiamin diphosphate biosynthesis	thiamin and derivative biosynthesis
thiamin diphosphate biosynthesis	thiamin diphosphate metabolism
thiamin diphosphate catabolism	coenzyme catabolism
thiamin diphosphate catabolism	thiamin and derivative catabolism
thiamin diphosphate catabolism	thiamin diphosphate metabolism
thiamin diphosphate dephosphorylation	thiamin diphosphate metabolism
thiamin diphosphate metabolism	coenzyme metabolism
thiamin diphosphate metabolism	thiamin and derivative metabolism
thiamin metabolism	thiamin and derivative metabolism
thiamin transport	vitamin/cofactor transport
thigmotropism	response to mechanical stimulus
thigmotropism	tropism
thiocyanate catabolism	thiocyanate metabolism
thiocyanate catabolism	xenobiotic catabolism
thiocyanate metabolism	organic acid metabolism
thiocyanate metabolism	sulfur metabolism
thiocyanate metabolism	xenobiotic metabolism
thioredoxin pathway	electron transport
thiosulfate transport	inorganic anion transport
thorax and anterior abdomen determination	zygotic determination of anterior/posterior axis\, embryo
threonine biosynthesis	aspartate family amino acid biosynthesis
threonine biosynthesis	threonine metabolism
threonine catabolism	aspartate family amino acid catabolism
threonine catabolism	threonine metabolism
threonine catabolism to D-lactate	lactate metabolism
threonine catabolism to D-lactate	threonine catabolism
threonine catabolism to pyruvate	pyruvate metabolism
threonine catabolism to pyruvate	threonine catabolism
threonine metabolism	aspartate family amino acid metabolism
threonine transport	L-amino acid transport
threonine transport	neutral amino acid transport
threonyl-tRNA aminoacylation	amino acid activation
thylakoid membrane organization and biogenesis	plastid membrane organization and biogenesis
thymic T-cell selection	T-cell selection
thymidine biosynthesis	pyrimidine deoxyribonucleoside biosynthesis
thymidine biosynthesis	thymidine metabolism
thymidine catabolism	pyrimidine deoxyribonucleoside catabolism
thymidine catabolism	thymidine metabolism
thymidine metabolism	pyrimidine deoxyribonucleoside metabolism
thymine biosynthesis	pyrimidine base biosynthesis
thymine biosynthesis	thymine metabolism
thymine catabolism	pyrimidine base catabolism
thymine catabolism	thymine metabolism
thymine metabolism	pyrimidine base metabolism
thymocyte differentiation	lymphocyte differentiation
thyroid hormone catabolism	biogenic amine catabolism
thyroid hormone catabolism	hormone catabolism
thyroid hormone catabolism	thyroid hormone metabolism
thyroid hormone generation	thyroid hormone metabolism
thyroid hormone metabolism	biogenic amine metabolism
thyroid hormone metabolism	hormone metabolism
tip growth	growth
tissue death	death
tissue regeneration	growth
tissue regeneration	wound healing
toluene catabolism	aromatic compound catabolism
toluene catabolism	toluene metabolism
toluene catabolism	xenobiotic catabolism
toluene metabolism	benzene and derivative metabolism
toluene oxidation	toluene metabolism
toluene oxidation to catechol	catechol metabolism
toluene oxidation to catechol	toluene oxidation
toluene oxidation via 2-hydroxytoluene	toluene oxidation
toluene oxidation via 3-hydroxytoluene	toluene oxidation
toluene oxidation via 4-hydroxytoluene	toluene oxidation
toluene oxidation via toluene-cis-1\,2-dihydrodiol	toluene oxidation
toluene-4-sulfonate catabolism	toluene catabolism
toluene-4-sulfonate catabolism	toluene-4-sulfonate metabolism
toluene-4-sulfonate metabolism	organic acid metabolism
toluene-4-sulfonate metabolism	sulfur metabolism
toluene-4-sulfonate metabolism	toluene metabolism
torso signaling pathway	transmembrane receptor protein tyrosine kinase signaling pathway
toxin biosynthesis	biosynthesis
toxin biosynthesis	toxin metabolism
toxin catabolism	catabolism
toxin catabolism	toxin metabolism
toxin metabolism	metabolism
toxin metabolism	response to toxin
tracheal cell fate determination (sensu Insecta)	cell fate determination
tracheal cell fate determination (sensu Insecta)	tracheal system development (sensu Insecta)
tracheal cell migration (sensu Insecta)	cell migration
tracheal cell migration (sensu Insecta)	tracheal system development (sensu Insecta)
tracheal outgrowth (sensu Insecta)	tracheal system development (sensu Insecta)
tracheal placode cell fate determination (sensu Insecta)	tracheal cell fate determination (sensu Insecta)
tracheal system development (sensu Insecta)	organogenesis
trans-Golgi to endosome targeting	Golgi vesicle targeting
trans-Golgi to endosome transport	Golgi vesicle transport
transcription	nucleobase\, nucleoside\, nucleotide and nucleic acid metabolism
transcription from Pol I promoter	transcription\, DNA-dependent
transcription from Pol II promoter	transcription\, DNA-dependent
transcription from Pol III promoter	transcription\, DNA-dependent
transcription from mitochondrial promoter	transcription\, DNA-dependent
transcription from plastid promoter	transcription\, DNA-dependent
transcription initiation	transcription\, DNA-dependent
transcription initiation from Pol I promoter	transcription from Pol I promoter
transcription initiation from Pol I promoter	transcription initiation
transcription initiation from Pol II promoter	transcription from Pol II promoter
transcription initiation from Pol II promoter	transcription initiation
transcription initiation from Pol III promoter	transcription from Pol III promoter
transcription initiation from Pol III promoter	transcription initiation
transcription initiation from mitochondrial promoter	transcription from mitochondrial promoter
transcription of nuclear rRNA large Pol I transcript	rRNA transcription
transcription of nuclear rRNA large Pol I transcript	transcription from Pol I promoter
transcription termination	transcription\, DNA-dependent
transcription termination from Pol I promoter	transcription from Pol I promoter
transcription termination from Pol I promoter	transcription termination
transcription termination from Pol II promoter	transcription from Pol II promoter
transcription termination from Pol II promoter	transcription termination
transcription termination from Pol III promoter	transcription from Pol III promoter
transcription termination from Pol III promoter	transcription termination
transcription-coupled nucleotide-excision repair	nucleotide-excision repair
transcription-coupled nucleotide-excision repair\, DNA damage recognition	nucleotide-excision repair\, DNA damage recognition
transcription-coupled nucleotide-excision repair\, DNA damage recognition	transcription-coupled nucleotide-excision repair
transcription\, DNA-dependent	transcription
transcription\, RNA-dependent	transcription
transcriptional gene silencing	gene silencing
transcriptional gene silencing	regulation of transcription\, DNA-dependent
transcytosis	vesicle-mediated transport
transduction	genetic transfer
transepithelial chloride transport	chloride transport
transition metal ion homeostasis	metal ion homeostasis
transition metal ion transport	di-\, tri-valent inorganic cation transport
transition metal ion transport	metal ion transport
translational attenuation	regulation of translation
translational elongation	protein biosynthesis
translational frameshifting	regulation of translation
translational initiation	protein biosynthesis
translational readthrough	regulation of translation
translational readthrough	translational elongation
translational termination	protein biosynthesis
transmembrane receptor protein serine/threonine kinase signaling pathway	enzyme linked receptor protein signaling pathway
transmembrane receptor protein tyrosine kinase activation (dimerization)	transmembrane receptor protein tyrosine kinase signaling pathway
transmembrane receptor protein tyrosine kinase ligand binding	transmembrane receptor protein tyrosine kinase signaling pathway
transmembrane receptor protein tyrosine kinase signaling pathway	enzyme linked receptor protein signaling pathway
transmembrane receptor protein tyrosine phosphatase signaling pathway	enzyme linked receptor protein signaling pathway
transmission of nerve impulse	cell-cell signaling
transport	cell growth and/or maintenance
transsulfuration	cysteine metabolism
transsulfuration	homoserine metabolism
trehalose biosynthesis	disaccharide biosynthesis
