mitochondrion inheritance	GO:0000001
negative regulation of cholesterol absorption	GO:0045796
positive regulation of cholesterol absorption	GO:0045797
negative regulation of chromatin assembly/disassembly	GO:0045798
positive regulation of chromatin assembly/disassembly	GO:0045799
negative regulation of cuticle tanning	GO:0045800
positive regulation of cuticle tanning	GO:0045801
negative regulation of cytoskeleton	GO:0045802
positive regulation of cytoskeleton	GO:0045803
negative regulation of eclosion	GO:0045804
positive regulation of eclosion	GO:0045805
negative regulation of endocytosis	GO:0045806
positive regulation of endocytosis	GO:0045807
negative regulation of establishment of competence for transformation	GO:0045808
positive regulation of establishment of competence for transformation	GO:0045809
negative regulation of frizzled signaling pathway	GO:0045810
positive regulation of frizzled signaling pathway	GO:0045811
negative regulation of frizzled-2 signaling pathway	GO:0045812
positive regulation of frizzled-2 signaling pathway	GO:0045813
negative regulation of gene expression\, epigenetic	GO:0045814
positive regulation of gene expression\, epigenetic	GO:0045815
negative regulation of global transcription from Pol II promoter	GO:0045816
positive regulation of global transcription from Pol II promoter	GO:0045817
negative regulation of glycogen catabolism	GO:0045818
positive regulation of glycogen catabolism	GO:0045819
negative regulation of glycolysis	GO:0045820
positive regulation of glycolysis	GO:0045821
negative regulation of heart rate	GO:0045822
positive regulation of heart rate	GO:0045823
negative regulation of innate immune response	GO:0045824
negative regulation of intermediate filament polymerization and/or depolymerization	GO:0045825
positive regulation of intermediate filament polymerization and/or depolymerization	GO:0045826
negative regulation of isoprenoid metabolism	GO:0045827
positive regulation of isoprenoid metabolism	GO:0045828
negative regulation of isotype switching	GO:0045829
positive regulation of isotype switching	GO:0045830
negative regulation of light-activated channel activity	GO:0045831
positive regulation of light-activated channel activity	GO:0045832
negative regulation of lipid metabolism	GO:0045833
positive regulation of lipid metabolism	GO:0045834
negative regulation of meiosis	GO:0045835
positive regulation of meiosis	GO:0045836
negative regulation of membrane potential	GO:0045837
positive regulation of membrane potential	GO:0045838
negative regulation of mitosis	GO:0045839
positive regulation of mitosis	GO:0045840
negative regulation of mitotic metaphase/anaphase transition	GO:0045841
positive regulation of mitotic metaphase/anaphase transition	GO:0045842
negative regulation of myogenesis	GO:0045843
positive regulation of myogenesis	GO:0045844
regulation of natural killer cell activity	GO:0045845
positive regulation of natural killer cell activity	GO:0045846
negative regulation of nitrogen utilization	GO:0045847
positive regulation of nitrogen utilization	GO:0045848
negative regulation of nurse cell apoptosis	GO:0045849
positive regulation of nurse cell apoptosis	GO:0045850
negative regulation of pH	GO:0045851
positive regulation of pH	GO:0045852
negative regulation of bicoid mRNA localization	GO:0045853
positive regulation of bicoid mRNA localization	GO:0045854
negative regulation of pole plasm oskar mRNA localization	GO:0045855
positive regulation of pole plasm oskar mRNA localization	GO:0045856
negative regulation of protein activity\, epigenetic	GO:0045857
positive regulation of protein activity\, epigenetic	GO:0045858
regulation of protein kinase activity	GO:0045859
positive regulation of protein kinase activity	GO:0045860
negative regulation of proteolysis and peptidolysis	GO:0045861
positive regulation of proteolysis and peptidolysis	GO:0045862
negative regulation of pteridine metabolism	GO:0045863
positive regulation of pteridine metabolism	GO:0045864
negative regulation of retroviral genome replication	GO:0045869
positive regulation of retroviral genome replication	GO:0045870
negative regulation of rhodopsin gene activity	GO:0045871
positive regulation of rhodopsin gene activity	GO:0045872
negative regulation of sevenless signaling pathway	GO:0045873
positive regulation of sevenless signaling pathway	GO:0045874
negative regulation of sister chromatid cohesion	GO:0045875
positive regulation of sister chromatid cohesion	GO:0045876
negative regulation of smoothened by patched	GO:0045877
positive regulation of smoothened by patched	GO:0045878
negative regulation of smoothened receptor signaling pathway	GO:0045879
positive regulation of smoothened receptor signaling pathway	GO:0045880
positive regulation of sporulation	GO:0045881
negative regulation of sulfur utilization	GO:0045882
positive regulation of sulfur utilization	GO:0045883
regulation of survival gene products	GO:0045884
positive regulation of survival gene products	GO:0045885
negative regulation of synaptic growth at neuromuscular junction	GO:0045886
positive regulation of synaptic growth at neuromuscular junction	GO:0045887
negative regulation of transcription\, DNA-dependent	GO:0045892
positive regulation of transcription\, DNA-dependent	GO:0045893
negative regulation of transcription\, mating-type specific	GO:0045894
positive regulation of transcription\, mating-type specific	GO:0045895
regulation of transcription\, mitotic	GO:0045896
positive regulation of transcription\, mitotic	GO:0045897
regulation of transcriptional pre-initiation complex formation	GO:0045898
positive regulation of transcriptional pre-initiation complex formation	GO:0045899
negative regulation of translational elongation	GO:0045900
positive regulation of translational elongation	GO:0045901
negative regulation of translational fidelity	GO:0045902
positive regulation of translational fidelity	GO:0045903
negative regulation of translational termination	GO:0045904
positive regulation of translational termination	GO:0045905
negative regulation of vasoconstriction	GO:0045906
positive regulation of vasoconstriction	GO:0045907
negative regulation of vasodilation	GO:0045908
positive regulation of vasodilation	GO:0045909
negative regulation of DNA recombination	GO:0045910
positive regulation of DNA recombination	GO:0045911
negative regulation of carbohydrate metabolism	GO:0045912
positive regulation of carbohydrate metabolism	GO:0045913
negative regulation of catecholamine metabolism	GO:0045914
positive regulation of catecholamine metabolism	GO:0045915
negative regulation of complement activation	GO:0045916
positive regulation of complement activation	GO:0045917
negative regulation of cytolysis	GO:0045918
positive regulation of cytolysis	GO:0045919
negative regulation of exocytosis	GO:0045920
positive regulation of exocytosis	GO:0045921
negative regulation of fatty acid metabolism	GO:0045922
positive regulation of fatty acid metabolism	GO:0045923
regulation of female receptivity	GO:0045924
positive regulation of female receptivity	GO:0045925
negative regulation of growth	GO:0045926
positive regulation of growth	GO:0045927
negative regulation of juvenile hormone metabolism	GO:0045928
positive regulation of juvenile hormone metabolism	GO:0045929
negative regulation of mitotic cell cycle	GO:0045930
positive regulation of mitotic cell cycle	GO:0045931
negative regulation of muscle contraction	GO:0045932
positive regulation of muscle contraction	GO:0045933
negative regulation of nucleobase\, nucleoside\, nucleotide and nucleic acid metabolism	GO:0045934
positive regulation of nucleobase\, nucleoside\, nucleotide and nucleic acid metabolism	GO:0045935
negative regulation of phosphate metabolism	GO:0045936
positive regulation of phosphate metabolism	GO:0045937
positive regulation of sleep	GO:0045938
negative regulation of steroid metabolism	GO:0045939
positive regulation of steroid metabolism	GO:0045940
positive regulation of transcription	GO:0045941
negative regulation of phosphorus utilization	GO:0045942
positive regulation of transcription from Pol I promoter	GO:0045943
positive regulation of transcription from Pol II promoter	GO:0045944
positive regulation of transcription from Pol III promoter	GO:0045945
positive regulation of translation	GO:0045946
negative regulation of translational initiation	GO:0045947
positive regulation of translational initiation	GO:0045948
positive regulation of phosphorus utilization	GO:0045949
negative regulation of mitotic recombination	GO:0045950
positive regulation of mitotic recombination	GO:0045951
regulation of juvenile hormone catabolism	GO:0045952
negative regulation of natural killer cell mediated cytolysis	GO:0045953
positive regulation of natural killer cell mediated cytolysis	GO:0045954
negative regulation of calcium ion dependent exocytosis	GO:0045955
positive regulation of calcium ion dependent exocytosis	GO:0045956
negative regulation of complement activation\, alternative pathway	GO:0045957
positive regulation of complement activation\, alternative pathway	GO:0045958
negative regulation of complement activation\, classical pathway	GO:0045959
positive regulation of complement activation\, classical pathway	GO:0045960
negative regulation of development\, heterochronic	GO:0045961
positive regulation of development\, heterochronic	GO:0045962
negative regulation of dopamine metabolism	GO:0045963
positive regulation of dopamine metabolism	GO:0045964
negative regulation of ecdysteroid metabolism	GO:0045965
positive regulation of ecdysteroid metabolism	GO:0045966
negative regulation of growth rate	GO:0045967
negative regulation of juvenile hormone biosynthesis	GO:0045968
positive regulation of juvenile hormone biosynthesis	GO:0045969
negative regulation of juvenile hormone catabolism	GO:0045970
positive regulation of juvenile hormone catabolism	GO:0045971
negative regulation of juvenile hormone secretion	GO:0045972
positive regulation of juvenile hormone secretion	GO:0045973
regulation of mRNA translation\, snRNA-mediated	GO:0045974
positive regulation of mRNA translation\, snRNA-mediated	GO:0045975
negative regulation of mitotic cell cycle\, embryonic	GO:0045976
positive regulation of mitotic cell cycle\, embryonic	GO:0045977
negative regulation of nucleoside metabolism	GO:0045978
positive regulation of nucleoside metabolism	GO:0045979
negative regulation of nucleotide metabolism	GO:0045980
positive regulation of nucleotide metabolism	GO:0045981
negative regulation of purine base metabolism	GO:0045982
positive regulation of purine base metabolism	GO:0045983
negative regulation of pyrimidine base metabolism	GO:0045984
positive regulation of pyrimidine base metabolism	GO:0045985
negative regulation of smooth muscle contraction	GO:0045986
positive regulation of smooth muscle contraction	GO:0045987
negative regulation of striated muscle contraction	GO:0045988
positive regulation of striated muscle contraction	GO:0045989
regulation of transcription by carbon catabolites	GO:0045990
positive regulation of transcription by carbon catabolites	GO:0045991
negative regulation of embryonic development	GO:0045992
negative regulation of translational initiation by iron	GO:0045993
positive regulation of translational initiation by iron	GO:0045994
regulation of embryonic development	GO:0045995
negative regulation of transcription by pheromones	GO:0045996
negative regulation of ecdysteroid biosynthesis	GO:0045997
positive regulation of ecdysteroid biosynthesis	GO:0045998
negative regulation of ecdysteroid secretion	GO:0045999
positive regulation of ecdysteroid secretion	GO:0046000
negative regulation of preblastoderm mitotic cell cycle	GO:0046001
positive regulation of preblastoderm mitotic cell cycle	GO:0046002
negative regulation of syncytial blastoderm mitotic cell cycle	GO:0046003
positive regulation of syncytial blastoderm mitotic cell cycle	GO:0046004
positive regulation of REM sleep	GO:0046005
regulation of activated T-cell proliferation	GO:0046006
negative regulation of activated T-cell proliferation	GO:0046007
regulation of female receptivity\, post-mating	GO:0046008
positive regulation of female receptivity\, post-mating	GO:0046009
positive regulation of non-REM sleep	GO:0046010
