ribosomal chaperone activity	GO:0000005
glutamate-1-semialdehyde 2\,1-aminomutase activity	GO:0042286
MHC protein binding	GO:0042287
MHC class I protein binding	GO:0042288
MHC class II protein binding	GO:0042289
URM1 hydrolase activity	GO:0042290
Hub1 hydrolase activity	GO:0042291
URM1 activating enzyme activity	GO:0042292
Hub1 activating enzyme activity	GO:0042293
URM1 conjugating enzyme activity	GO:0042294
ISG15 conjugating enzyme activity	GO:0042296
lupeol synthase activity	GO:0042299
beta-amyrin synthase activity	GO:0042300
phosphate binding	GO:0042301
structural constituent of cuticle	GO:0042302
bacteriochlorophyll binding	GO:0042314
cytosol nonspecific dipeptidase activity	GO:0042315
hypocretin receptor binding	GO:0042324
heparan sulfate N-acetylglucosaminyltransferase activity	GO:0042328
structural constituent of cuticle (sensu Nematoda) activity	GO:0042329
guiding stereospecific synthesis activity	GO:0042349
GDP-4-dehydro-D-rhamnose reductase activity	GO:0042356
chemokine receptor binding	GO:0042379
hydroxymethylbutenyl pyrophosphate reductase activity	GO:0042380
omega-3 fatty acid desaturase activity	GO:0042389
sphingosine-1-phosphate phosphatase activity	GO:0042392
histone binding	GO:0042393
myrcene/(E)-beta-ocimene synthase activity	GO:0042408
caffeoyl-CoA O-methyltransferase activity	GO:0042409
6-carboxyhexanoate-CoA ligase activity	GO:0042410
beta-carotene hydroxylase activity	GO:0042411
versicolorin reductase activity	GO:0042469
triacylated lipoprotein binding	GO:0042497
diacylated lipoprotein binding	GO:0042498
signal peptide peptidase activity	GO:0042499
aspartic endopeptidase activity\, intramembrane cleaving	GO:0042500
eukaryotic elongation factor-2 kinase regulator activity	GO:0042556
eukaryotic elongation factor-2 kinase activator activity	GO:0042557
alpha-amyrin synthase activity	GO:0042561
hormone binding	GO:0042562
APJ receptor binding	GO:0042569
aspartyl aminopeptidase activity	GO:0042576
lipid phosphatase activity	GO:0042577
phosphoric ester hydrolase activity	GO:0042578
peptide deformylase activity	GO:0042586
flavin reductase activity	GO:0042602
peptide antigen binding	GO:0042605
endogenous peptide antigen binding	GO:0042606
exogenous peptide antigen binding	GO:0042607
T-cell receptor binding	GO:0042608
CD4 receptor binding	GO:0042609
CD8 receptor binding	GO:0042610
CD70 receptor binding	GO:0042614
CD154 receptor binding	GO:0042615
ATPase activity\, coupled	GO:0042623
ATPase activity\, uncoupled	GO:0042624
ATPase activity\, coupled to transmembrane movement of ions	GO:0042625
ATPase activity\, coupled to transmembrane movement of substances	GO:0042626
ecdysis-triggering hormone receptor activity	GO:0042654
JUN kinase kinase kinase kinase activity	GO:0042656
MHC class II protein binding\, via lateral surface	GO:0042657
MHC class II protein binding\, via antigen binding groove	GO:0042658
elastase activity	GO:0042708
PH-domain binding	GO:0042731
NADH kinase activity	GO:0042736
ecdysteroid 22-hydroxylase activity	GO:0042767
ecdysteroid 2-hydroxylase activity	GO:0042768
3' tRNA processing endoribonuclease activity	GO:0042781
histone lysine N-methyltransferase activity (H4-K20 specific)	GO:0042799
histone lysine N-methyltransferase activity (H3-K4 specific)	GO:0042800
polo kinase kinase activity	GO:0042801
protein self binding	GO:0042802
protein homodimerization activity	GO:0042803
protein homooligomerization activity	GO:0042804
actinin binding	GO:0042805
fucose binding	GO:0042806
neuronal Cdc2-like kinase binding	GO:0042808
vitamin D receptor binding	GO:0042809
Wnt receptor activity	GO:0042813
histone deacetylase binding	GO:0042826
MHC class II receptor activity	GO:0045012
HDEL sequence binding	GO:0045015
peptidyl-glutamyl peptide hydrolyzing enzyme activity	GO:0045024
DNA end binding	GO:0045027
purinergic nucleotide receptor activity\, G-protein coupled	GO:0045028
UDP-activated nucleotide receptor activity	GO:0045029
UTP-activated nucleotide receptor activity	GO:0045030
ATP-activated nucleotide receptor activity	GO:0045031
ADP-activated nucleotide receptor activity	GO:0045032
interleukin-18 alpha subunit binding	GO:0045093
interleukin-18 beta subunit binding	GO:0045094
azole transporter activity	GO:0045118
azole\:hydrogen antiporter activity	GO:0045119
bioactive lipid receptor activity	GO:0045125
N-acetylglucosamine kinase activity	GO:0045127
NAD-independent histone deacetylase activity	GO:0045129
keratan sulfotransferase activity	GO:0045130
pre-mRNA branch point binding	GO:0045131
2\,3-dihydroxybenzoate 3\,4-dioxygenase activity	GO:0045133
uridine diphosphatase activity	GO:0045134
poly(beta-D-mannuronate) lyase activity	GO:0045135
inositol phosphoceramide synthase activity	GO:0045140
triplex DNA binding	GO:0045142
single-stranded DNA specific 5'-3' exodeoxyribonuclease activity	GO:0045145
tripeptide aminopeptidase activity	GO:0045148
antisigma factor binding	GO:0045152
electron transporter\, transferring electrons within CoQH2-cytochrome c reductase complex activity	GO:0045153
electron transporter\, transferring electrons within cytochrome c oxidase complex activity	GO:0045154
electron transporter\, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity	GO:0045155
electron transporter\, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	GO:0045156
electron transporter\, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity	GO:0045157
electron transporter\, transferring electrons within cytochrome b6/f complex of photosystem II activity	GO:0045158
myosin II binding	GO:0045159
glutathione dehydrogenase (ascorbate) activity	GO:0045174
glutamate synthase activity\, NADH or NADPH as acceptor	GO:0045181
translation regulator activity	GO:0045182
translation factor activity\, non-nucleic acid binding	GO:0045183
MAPK transporter activity	GO:0045205
MAPK phosphatase transporter activity	GO:0045206
natural killer cell receptor activity	GO:0045233
CXCR chemokine receptor binding	GO:0045236
CXCR1 chemokine receptor binding	GO:0045237
CXCR2 chemokine receptor binding	GO:0045238
luciferase monooxygenase activity	GO:0045289
D-arabinose 1-dehydrogenase [NAD(P)] activity	GO:0045290
alpha-catenin binding	GO:0045294
gamma-catenin binding	GO:0045295
cadherin binding	GO:0045296
acyl-[acyl-carrier-protein] desaturase activity	GO:0045300
tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	GO:0045301
choloylglycine hydrolase activity	GO:0045302
diaminobutyrate-2-oxoglutarate transaminase activity	GO:0045303
protein amino acid binding	GO:0045308
phosphoprotein amino acid binding	GO:0045309
phosphoserine/phosphothreonine binding	GO:0045310
unmethylated CpG binding	GO:0045322
aspartyl esterase activity	GO:0045330
coenzyme-M-7-mercaptoheptanoylthreonine-phosphate-heterodisulfide hydrogenase activity	GO:0045331
mercury ion binding	GO:0045340
interleukin-1 Type I receptor antagonist activity	GO:0045352
interleukin-1 Type II receptor antagonist activity	GO:0045353
chalcone isomerase activity	GO:0045430
flavonol synthase activity	GO:0045431
leucoanthocyanidin dioxygenase activity	GO:0045432
lycopene epsilon cyclase activity	GO:0045435
lycopene beta cyclase activity	GO:0045436
uridine nucleosidase activity	GO:0045437
L-cysteinyl-D-valine synthetase activity	GO:0045438
isopenicillin N epimerase activity	GO:0045439
isopenicillin N acyltransferase activity	GO:0045440
deacetoxycephalosporin C synthetase activity	GO:0045441
deacetoxycephalosporin C hydroxylase activity	GO:0045442
3'-hydroxymethylcephem-O-carbamoyltransferase activity	GO:0045447
trichothecene 3-O-acetyltransferase activity	GO:0045462
galactose oxidase activity	GO:0045480
6-endo-hydroxycineole dehydrogenase activity	GO:0045481
trichodiene synthase activity	GO:0045482
aristolochene synthase activity	GO:0045483
L-lysine 6-transaminase activity	GO:0045484
omega-6 fatty acid desaturase activity	GO:0045485
naringenin 3-dioxygenase activity	GO:0045486
chemorepellant activity	GO:0045499
dynein binding	GO:0045502
dynein light chain binding	GO:0045503
dynein heavy chain binding	GO:0045504
dynein intermediate chain binding	GO:0045505
interleukin-24 receptor activity	GO:0045506
interleukin-25 receptor activity	GO:0045507
interleukin-26 receptor activity	GO:0045508
interleukin-27 receptor activity	GO:0045509
interleukin-24 binding	GO:0045510
interleukin-25 binding	GO:0045511
interleukin-26 binding	GO:0045512
interleukin-27 binding	GO:0045513
interleukin-16 receptor binding	GO:0045514
interleukin-18 receptor binding	GO:0045515
interleukin-19 receptor binding	GO:0045516
interleukin-20 receptor binding	GO:0045517
interleukin-22 receptor binding	GO:0045518
interleukin-23 receptor binding	GO:0045519
interleukin-24 receptor binding	GO:0045520
interleukin-25 receptor binding	GO:0045521
interleukin-26 receptor binding	GO:0045522
interleukin-27 receptor binding	GO:0045523
gibberellin 2-beta-dioxygenase activity	GO:0045543
gibberellin 20-oxidase activity	GO:0045544
syndecan binding	GO:0045545
S-adenosyl-L-methionine\:jasmonic acid carboxyl methyltransferase activity	GO:0045546
dehydrodolichyl diphosphate synthase activity	GO:0045547
phenylalanine ammonia-lyase activity	GO:0045548
9-cis-epoxycarotenoid dioxygenase activity	GO:0045549
geranylgeranyl reductase activity	GO:0045550
cinnamyl-alcohol dehydrogenase activity	GO:0045551
dihydrokaempferol 4-reductase activity	GO:0045552
TRAIL binding	GO:0045569
ketoreductase activity	GO:0045703
nutrient reservoir activity	GO:0045735
precorrin-6Y C5\,15-methyltransferase (decarboxylating) activity	GO:0046025
precorrin-4 C11-methyltransferase activity	GO:0046026
phospholipid\:diacylglycerol acyltransferase activity	GO:0046027
electron transporter\, transferring electrons from cytochrome b6/f complex of photosystem II activity	GO:0046028
mannitol dehydrogenase activity	GO:0046029
inositol trisphosphate phosphatase activity	GO:0046030
gluconokinase activity	GO:0046316
SMAD binding	GO:0046332
aminoglycoside N3'-acetyltransferase activity	GO:0046353
polynucleotide 3'-phosphatase activity	GO:0046403
polynucleotide 5'-hydroxyl-kinase activity	GO:0046404
glycerol dehydratase activity	GO:0046405
magnesium-protoporphyrin O-methyltransferase activity	GO:0046406
chlorophyll a oxygenase activity	GO:0046407
chlorophyll synthetase activity	GO:0046408
p-coumarate 3-hydroxylase activity	GO:0046409
2-succinyl-6-hydroxy-2\,4-cyclohexadiene-1-carboxylate synthase activity	GO:0046410
cytokinin oxidase activity	GO:0046420
methylisocitrate lyase activity	GO:0046421
violaxanthin de-epoxidase activity	GO:0046422
allene-oxide cyclase activity	GO:0046423
ferulate 5-hydroxylase activity	GO:0046424
1\,4-dihydroxy-2-naphthoate octaprenyltransferase activity	GO:0046428
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase activity	GO:0046429
galactolipid galactosyltransferase activity	GO:0046480
UDP-galactose\:MGDG galactosyltransferase activity	GO:0046481
UDPsulfoquinovose synthase activity	GO:0046507
hydrolase activity\, acting on carbon-sulfur bonds	GO:0046508
1\,2-diacylglycerol 3-beta-galactosyltransferase activity	GO:0046509
UDP-sulfoquinovose\:DAG sulfoquinovosyltransferase activity	GO:0046510
5-methylthioribose kinase activity	GO:0046522
5-methylthioribose-1-phosphate isomerase activity	GO:0046523
sucrose-phosphate synthase activity	GO:0046524
xylosylprotein 4-beta-galactosyltransferase activity	GO:0046525
D-xylulose reductase activity	GO:0046526
glucosyltransferase activity	GO:0046527
2\,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	GO:0046537
2\,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	GO:0046538
histamine N-methyltransferase activity	GO:0046539
trans-aconitate 3-methyltransferase activity	GO:0046547
D-malate dehydrogenase (decarboxylating) activity	GO:0046553
malate dehydrogenase (NADP) activity	GO:0046554
acetylxylan esterase activity	GO:0046555
alpha-L-arabinofuranosidase activity	GO:0046556
glucan endo-1\,6-beta-glucosidase activity	GO:0046557
arabinan endo-1\,5-a-L-arabinosidase activity	GO:0046558
alpha-glucuronidase activity	GO:0046559
scytalidopepsin B activity	GO:0046560
penicillopepsin activity	GO:0046561
glucose oxidase activity	GO:0046562
methanol oxidase activity	GO:0046563
oxalate decarboxylase activity	GO:0046564
3-dehydroshikimate dehydratase activity	GO:0046565
DOPA dioxygenase activity	GO:0046566
aphidicolan-16 beta-ol synthase activity	GO:0046567
3-methylbutanal reductase activity	GO:0046568
glyoxal oxidase activity	GO:0046569
5-methylthioribulose-1-phosphate 4-dehydratase activity	GO:0046570
aspartate-2-keto-4-methylthiobutyrate transaminase activity	GO:0046571
versicolorin B synthase activity	GO:0046572
lactonohydrolase activity	GO:0046573
glycuronidase activity	GO:0046574
rhamnogalacturonan acetylesterase activity	GO:0046575
rhamnogalacturonase B activity	GO:0046576
long-chain-alcohol oxidase activity	GO:0046577
Rap GTPase activator activity	GO:0046582
cation efflux permease activity	GO:0046583
ribonuclease T1 activity	GO:0046589
polyamine oxidase activity	GO:0046592
mandelonitrile lyase activity	GO:0046593
carotenoid isomerase activity	GO:0046608
voltage-sensitive sulfate antiporter activity	GO:0046609
sphingolipid-translocating ATPase activity	GO:0046623
sphingolipid transporter activity	GO:0046624
sphingolipid binding	GO:0046625
digestive hormone activity	GO:0046659
galactoside 6-L-fucosyltransferase activity	GO:0046702
natural killer cell lectin-like receptor binding	GO:0046703
boron binding	GO:0046714
boron transporter activity	GO:0046715
host cell surface receptor binding	GO:0046789
virion binding	GO:0046790
host cell extracellular matrix binding	GO:0046810
histone deacetylase inhibitor activity	GO:0046811
host cell surface binding	GO:0046812
chemokine receptor antagonist activity	GO:0046817
4-amino-4-deoxychorismate synthase activity	GO:0046820
hydroxyapatite binding	GO:0046848
oxidoreductase activity\, acting on other nitrogenous compounds as donors\, with NAD or NADP as acceptor	GO:0046857
ribulose-1\,5-bisphosphate carboxylase/oxygenase activase activity	GO:0046863
cadmium ion binding	GO:0046870
N-acetylgalactosamine binding	GO:0046871
metal ion binding	GO:0046872
metal ion transporter activity	GO:0046873
ephrin receptor binding	GO:0046875
3\,4-didehydroretinal binding	GO:0046876
nucleoside-triphosphate-adenylate kinase activity	GO:0046899
calcium oxalate binding	GO:0046904
phytoene synthase activity	GO:0046905
tetrapyrrole binding	GO:0046906
pectinesterase inhibitor activity	GO:0046910
metal chelating activity	GO:0046911
transferase activity\, transferring acyl groups\, acyl groups converted into alkyl on transfer	GO:0046912
transition metal ion binding	GO:0046914
transition metal ion transporter activity	GO:0046915
triphosphoribosyl-dephospho-CoA synthase activity	GO:0046917
pyruvyltransferase activity	GO:0046919
alpha(1\,3)-fucosyltransferase activity	GO:0046920
alpha(1\,6)-fucosyltransferase activity	GO:0046921
peptide-O-fucosyltransferase activity	GO:0046922
ER retention sequence binding	GO:0046923
sodium-transporting ATP synthase activity\, rotational mechanism	GO:0046932
hydrogen-transporting ATP synthase activity\, rotational mechanism	GO:0046933
phosphatidylinositol-4\,5-bisphosphate 3-kinase activity	GO:0046934
phosphatidylinositol 3-kinase regulator activity	GO:0046935
deoxyadenosine deaminase activity	GO:0046936
azetidine-2-carboxylic acid acetyltransferase activity	GO:0046941
carboxylic acid transporter activity	GO:0046943
hydrogen-transporting ATPase activity\, rotational mechanism	GO:0046961
sodium-transporting ATPase activity\, rotational mechanism	GO:0046962
3'-phosphoadenosine 5'-phosphosulfate transporter activity	GO:0046964
