CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P4662	19	49954970	49955090	BCL3	0.123386887	-0.087082708	-0.063069603	-0.123491637	-0.243285345	-0.154294287	-0.083472276
A_23_P397910	19	49987443	49987563	CBLC		0.295629532	0.261343513		0.279681832	0.066920031	-0.000925391
A_23_P398574	19	50016251	50016371	LU	0.193945004	-0.064823726		0.156191291	-0.007819657	-0.072991373	-0.027314595
A_23_P55716	19	50016351	50016471	LU	0.068130681	-0.001473617	-0.007901013	0.101142967	-0.096292557	0.037230544	0.030125679
A_23_P352867	19	50073590	50073710	PVRL2	0.318385852	0.047749265	-0.15097423	-0.086867424	-0.093701731	-0.3744859	-0.172271734
A_23_P164654	19	50103932	50104052	APOE	0.28418609	0.005626421	0.662694825	-0.06223612	-0.043103396	0.137083709	0.183129196
A_23_P4649	19	50114208	50114328	APOC1	0.548654461	0.231789489	0.318553902	0.054471949	-0.128446852	-0.359901555	-0.533837262
A_23_P417743	19	50144227	50144347	APOC2	0.392212314		0.68189476	0.171077561	-0.358395674	-0.107975953	-0.240383157
A_23_P208302	19	50144419	50144539	APOC2	0.550182296	0.068685185	0.189563129	-0.249948425	-0.34896606	-0.280816245	-0.243947575
A_23_P50241	19	50187361	50187481	CLPTM1	0.29460164	0.116154253	0.215339608	-0.045371399	-0.183817603		-0.136238053
A_23_P55706	19	50233164	50233284	RELB	0.150008562	-0.123151999	-0.078433087	-0.079834883	-0.332042463	-0.229188546	-0.216516392
A_23_P78509	19	50265894	50266014	SFRS16	0.011320056	-0.031523645	-0.168695451		-0.371022247	-0.116817267	-0.262379768
A_23_P16058	19	50267308	50267428	ZNF342	0.217938959	0.156834482	0.298796233	0.038878569	0.031741479	-0.019893874	-0.456215352
A_23_P89910	19	50285727	50285847	GEMIN7	0.136808337	0.158892762		0.035266512		0.368080001	0.130133418
A_23_P329202	19	50358050	50358170	MGC2650	0.24507074	-0.086896052	-0.048166734	-0.055643082	-0.098913081	-0.190231497	-0.054856134
A_23_P38860	19	50407802	50407922	XTP7	-0.07488086	-0.055070144	-0.522001392	0.053070171	-0.097537869	0.002738866	-0.010851357
A_23_P107717	19	50498401	50498521	MARK4	0.219243233	-0.006424133	0.015103838	-0.089881025	-0.133538375	-0.006364265	-0.183439261
A_23_P4653	19	50542120	50542240	KLC2L	0.264792492		-0.809435928	0.102543575	-0.082027036	-0.127885545	0.019153047
A_23_P130485	19	50547598	50547718	ERCC2	0.391404093			-0.089508017	-0.395365958	-0.286645532	-0.446998487
A_23_P119095	19	50574792	50574912	RAI	-0.877408934	-0.568443891	-0.513298236	0.083686284	-0.422378605	-0.049546687	-0.22858117
A_23_P208310	19	50605682	50605802	ASE-1		-0.147926155	0.12572485		-0.308365216	-0.077664563	-0.298365272
A_23_P107701	19	50609900	50610020	ERCC1	0.521839039	0.192798699	-0.02685615	0.056876044	0.819111346	-0.156967932	-0.087929804
A_23_P153281	19	50668895	50669015	FOSB	0.345282943	-0.195008717	-0.042938061	-0.169292742	-0.125795178	-0.05428325	-0.18474934
A_23_P429998	19	50669984	50670104	FOSB	0.139277057	0.181541323	0.301356556	0.311992764	0.132152739	-0.156956363	-0.29006342
A_23_P89902	19	50680565	50680685	RTN2	0.154606854	0.02413962	-0.207458725	-0.199692343	-0.610821864	-0.151512732	-0.06749293
A_23_P415675	19	50694652	50694772	FLJ40125	0.602575609	0.363268472		0.179857912	-0.06346856	-0.011358107	-0.097299601
A_23_P141893	19	50697237	50697357	FLJ40125	0.560032849	0.617621111	1.199231796	0.381085988	0.021964203	-0.118924337	-0.500634014
A_23_P130496	19	50711684	50711804	VASP	0.557661074	0.012290666	1.188063599	-0.777518171	-0.191418484	-0.176129915	-0.563014174
A_23_P119102	19	50721517	50721637	VASP	0.514053238	0.024150776	0.079298205	-0.05225857	-0.258193463	-0.24957567	-0.248130052
A_23_P67115	19	50748184	50748304	OPA3	0.088897854	0.209522155	-0.049191827		0.120882708	-0.308868358	-0.474770845
A_23_P357284	19	50784990	50785110	GPR4	0.450282491	0.121815004	-0.017911149	0.136475029	-0.009791854	-0.403193015	-0.526430635
A_23_P16047	19	50786069	50786189	GPR4	0.11079032	-0.190136828			-0.213964642	-0.062843481	0.083313948
A_23_P119395	19	50877055	50877175	GIPR	0.342283414	0.126384417		0.141055105	-0.2674898	-0.424275134	-0.645891504
A_23_P16346	19	50883434	50883554	SNRPD2	0.320189722	0.014625543	-0.088286011	-0.010228226	-0.238834904	-0.138593238	-0.572627575
A_23_P130789	19	50898047	50898167	FLJ20084	0.254534181	0.019763168	0.315611434		-0.095888896	-0.000335978	-0.081626325
A_23_P27744	19	50905792	50905912	FLJ20084	0.600693767	0.21499114	0.50333443	0.192904402	-0.045297716	0.039296713	-0.267841068
A_23_P328687	19	50960691	50960811	SIX5	0.106561609	-0.02011237	-0.079340149	-0.083391485	0.069522538	-0.070279778	-0.120477158
A_23_P50535	19	50964800	50964920	DMPK	0.346816966	0.254491927		-0.175632306	-0.298674633	-0.308963355	-0.526757774
A_23_P56010	19	50979050	50979170	DMWD_HUMAN	0.047595874	-0.046718945	-0.03761951	-0.336729746	-0.031718473	-0.027855441	-0.135124788
A_23_P67411	19	50990864	50990984	RSHL1	0.159117415	0.135982255	0.111739379	-0.072700978	-0.074822566	0.000239771	-0.136420293
A_23_P78808	19	51010538	51010658	SYMPK	-0.032156857	-0.061196171	0.08192272	-0.047237601	-0.01701429	-0.047512791	0.127982927
A_23_P208737	19	51068609	51068729	FOXA3	0.313113783	-0.10403835	0.227776079	-0.083627042	-0.214203696	-0.145929701	-0.23101795
A_23_P90211	19	51078714	51078834	IRF2BP1	0.391103643	0.268437543	0.422710477	0.034337847	-0.10304945	-0.271169431	-0.417481079
A_23_P101609	19	51134550	51134670		0.424641553	0.197007282	0.309538992	0.216424141	-0.174154359	-0.329205297	-0.539732478
A_23_P377717	19	51134702	51134822	NOVA2	0.414029698	-0.211868015	-0.254266241	-0.140642715	-0.207281472	-0.234954172	-0.021051861
A_23_P208747	19	51214315	51214435	PGLYRP1	0.343886296	0.068601341	0.018522431	0.039195763	-0.10041524	-0.322501573	-0.410589214
A_23_P153565	19	51356280	51356400	IGFL2	0.481341404	0.105733361		-0.022647724	-0.490301744	-0.183333343	-0.422914291
A_23_P374339	19	51535028	51535148	HIF3A	-0.161233136	-0.153145003	-0.001027501	-0.154153156	-0.347040412		0.247518253
A_23_P142187	19	51538160	51538280	HIF3A	0.558081803	0.247474867	0.792423209	-0.075778887	-0.36730184	-0.271188891	-0.554611826
A_23_P153581	19	51583615	51583735	PPP5C	0.152183498	0.054225883	-0.024103833	-0.189720334	-0.41047879	-0.288329623	-0.511535594
A_23_P164958	19	51606121	51606241	CCDC8	0.252490204	0.150627172	0.03261295	0.067490629	-0.071855365	-0.104728932	-0.459319896
A_23_P4951	19	51662775	51662895	FLJ10781	0.809176167	0.257316016	0.459997716	0.093501564	-0.178076134	-0.250793037	-0.443517585
A_23_P4944	19	51805537	51805657	CALM3	-0.386370657	-0.043985572	0.162729737	0.056392597	-0.296787784	0.039502093	-0.122855896
A_23_P340848	19	51815682	51815802	PTGIR	0.409462853	0.152062975	0.353754954	0.22945677	-0.166173059	-0.121516124	-0.555482014
A_23_P101595	19	51816268	51816388	PTGIR	-0.11127286	-0.204918691	0.051415791			0.06561646	0.215907819
A_23_P208727	19	51829023	51829143		0.193284515	0.02332466			0.51600105	0.004802615	-0.189664717
A_23_P426363	19	51829174	51829294	GNG8	0.191714787	-0.167287819	-0.543205849		-0.889191301	0.001630902	-0.084766271
A_23_P360964	19	51842685	51842805	MGC15476	0.369844942	-0.1123037	-0.027774351	-0.187834389	-0.215566815	-0.208354411	-0.444308544
A_23_P78807	19	51884625	51884745	PRKD2	0.022272266	0.156705807	0.27815426	0.022199599	0.287038555	0.116232179	-0.012758018
A_23_P67399	19	51914674	51914794	STRN4	0.378342007	-0.026933778	0.183874821	0.261942701	-0.273984281	0.217408812	-0.198186666
A_23_P164946	19	51952756	51952876	FKRP	0.726082778	0.177493742	0.131476538	0.392912706	0.170463617	0.001017156	0.134703275
A_23_P55997	19	51970637	51970757	SLC1A5	0.154642743	0.063180487		0.178763283	0.216719085	0.086481433	-0.214532702
A_23_P50530	19	52033484	52033604	AP2S1	0.310281934	0.093060599	0.17991136	-0.1055294	-0.031853328	-0.114908906	
A_23_P39137	19	52116872	52116992	GRLF1	0.393298424	0.46660966	-0.096993112		0.30665697	-0.401047502	-0.272742663
A_23_P27734	19	52240650	52240770	NPAS1	0.04059838	-0.068091933	0.110999562	-0.12572974	-0.025423501	-0.053928666	-0.012340464
A_23_P107994	19	52241096	52241216	FLJ20512	0.19916924	-0.029693127	-0.087229596	0.000277164	-0.108835946	-0.02581423	0.034106157
A_23_P16339	19	52405083	52405203	SAE1	0.004055965	-0.134085416	0.041036288	-0.35352437	-0.230127402	0.078022923	-0.490332766
A_23_P382775	19	52415953	52416073	BBC3	0.260294411	0.088540264	0.00394961		-0.216432701	-0.242002167	-0.405872758
A_23_P90193	19	52423273	52423393	BBC3		0.050238381	0.146898788	0.018849284	-0.002753434	-0.045900785	-0.00952583
A_23_P339744	19	52470140	52470260		-0.080533603	-0.111282111	-0.269152986	0.009559983	-0.08084682	-0.041703367	0.06061697
A_23_P153562	19	52516280	52516400	C5R1	0.588119271	-0.043403156		-0.24550601	-0.540568594	-0.368912627	-0.598842208
A_23_P164943	19	52536067	52536187	GPR77	0.230349692		0.623304672	0.097999464	0.273976301	0.167850742	0.061445429
A_23_P142173	19	52555022	52555142	DHX34	0.494544316	-0.196781968	-0.14884251		-0.55654477	-0.097991087	-0.266916732
A_23_P67387	19	52670175	52670295	KPTN	0.517341328	-0.150673531	-0.30079637	-0.324369659	0.065258669	-0.313644283	-0.295981956
A_23_P55990	19	52687971	52688091	NAPA	0.20963602	0.002480702	0.346356669	-0.08871243		-0.130440194	-0.352458983
A_23_P50517	19	52715742	52715862	ZNF541	0.378225671	0.109770523			-0.198204951	-0.385733072	-0.559586477
A_23_P130773	19	52898123	52898243	GLTSCR1	0.44402264	-0.043661827	-0.619457747	-0.107168105	-0.265783719	-0.13763101	-0.334114304
A_23_P27724	19	52979578	52979698	SEPW1	0.144555914	-0.122826708	-0.061859022	-0.151989995	-0.313165985	-0.093100699	-0.275136842
A_23_P418961	19	53034916	53035036	CRX	0.631969177	-0.095073371	0.458378196	-0.064958974	-0.405772147	-0.196730051	-0.254453793
A_23_P16331	19	53034935	53035055	CRX	0.176036271	-0.313639646	0.273978617	1.526614741		-0.762795042	
A_23_P67381	19	53069674	53069794	SULT2A1	0.477816298	0.041174914	0.164538628	-0.27209746	-0.271462639	-0.517128947	-0.722237968
A_23_P21747	19	53225126	53225246	CABP5	0.668492929	0.102372062	0.698886546	-0.121842638	-0.140863093	0.092671362	-0.138538077
A_23_P50508	19	53242999	53243119	PLA2G4C	0.392172067	-0.453494087	-0.162830693	-0.658987103	-0.830544776	-0.338562425	-0.256014146
A_23_P39116	19	53310573	53310693	LIG1	0.207548683	0.216422656			-0.284063729	-0.065461814	-0.363821792
A_23_P4922	19	53392554	53392674	LOC374920	0.217950395	-0.065908261	-0.104546595	0.023780716	-0.06800307	-0.328212559	-0.197592936
A_23_P27721	19	53406684	53406804	CARD8	0.610013618	0.002431718		-0.045387536		-0.426732165	-0.315101357
A_23_P368777	19	53482045	53482165	MGC17986	-0.416154279	-0.212260018	-0.333915118	0.006515607	-0.393533193	-0.122305281	-0.20812766
A_23_P318914	19	53491815	53491935	FLJ32926	0.40819797	0.117265878	0.138192837	-0.084048167	-0.075800272	-0.097529595	-0.536889655
A_23_P119362	19	53524426	53524546	EMP3	0.684996496	0.174494986	0.472768124	0.039285183	-0.318201469	-0.031776523	
A_23_P16315	19	53527134	53527254	Q9NV49	0.477779812	-0.03015445	-0.324637728		-0.353063726	-0.243350917	-0.532830745
A_23_P164927	19	53571289	53571409	SYNGR4	0.432564486	-0.041421641	0.133330613	-0.24460227	-0.403526132	-0.459232851	-0.554522642
A_23_P4919	19	53579312	53579432	KDELR1		-0.014517323	-0.112922666	0.151631999	-0.228550764	-0.160665793	-0.283280302
A_23_P153549	19	53638772	53638892	GRIN2D	0.091780898	-0.022482781	-0.233464983	0.102999364	0.053072494	-0.003893327	0.014514473
A_23_P142154	19	53648704	53648824	GRWD1	0.291909512	-0.136334437		-0.301692706	-0.311633731	-0.286582124	-0.054214475
A_23_P130764	19	53660210	53660330	KCNJ14	0.709359886	0.135536949	-0.188287384	0.074102796	-0.333207138	-0.257003228	-0.290416012
A_23_P119377	19	53667344	53667464	PSCD2	-0.223586495	0.118050762	0.083199972	-0.227965867	-0.117181048	0.155933232	0.196356292
A_23_P164918	19	53680455	53680575	Q96Q04	0.35105665	0.152698655	0.319947858	0.03350569	-0.073159211	-0.046005267	-0.202025755
A_23_P101573	19	53802349	53802469	FLJ20200	0.135632811	-0.058586164	0.306292043	0.211435902	0.011181121	-0.015085826	0.373785885
A_23_P303181	19	53825329	53825449	SPHK2	0.422517041	0.131956559		0.065078994		-0.217493166	-0.276737414
A_23_P208719	19	53825374	53825494	SPHK2	0.455869308	0.134579223	0.368738861	0.03902536	-0.2280061	-0.295823889	-0.447882456
A_23_P130757	19	53828476	53828596	DBP	0.440998348	0.129018055	0.355073287	0.267173086	0.346597896	-0.248238951	-0.295146705
A_23_P78778	19	53833994	53834114	CA11	0.122670823	0.08305804		-0.342050529	-0.138783147	-0.191866796	-0.402612124
A_23_P107974	19	53898739	53898859	FUT2	0.098922777	0.178636211	0.390925485	-0.026026618	-0.126692308	0.067227272	-0.11743222
A_23_P119353	19	53915656	53915776	RASIP1		0.429755697	0.636457414	0.216360999	0.071956543	-0.290679957	-0.298467675
A_23_P107963	19	53943019	53943139	FUT1	0.339832764	0.297828493	0.335630724	-0.106901788	-0.065440776	0.011841756	-0.137228496
A_23_P101564	19	53951955	53952075	FGF21			-0.708514422			-0.62205981	
A_23_P101551	19	53990314	53990434	BCAT2	0.264698673	-0.14132601		-0.144810473	-0.44575878	-0.277664169	-0.356797218
A_23_P67361	19	54033075	54033195	PLEKHA4	0.036407649	0.01107228		0.068131497		-0.092434479	-0.134753726
A_23_P55957	19	54076038	54076158	TULP2	0.193160997	-0.359557414	0.121796055	-0.26958307	-0.156790447	-0.442096947	0.18720894
A_23_P78771	19	54117348	54117468	NUCB1	-0.077833665	-0.186021505		-0.167865754	0.006026107	-0.232806985	0.01705429
A_23_P67367	19	54139863	54139983	DHDH	0.231736795	0.088950391	0.526314311	0.034063686	-0.07876555	0.139750402	-0.087021229
A_23_P208706	19	54156655	54156775	BAX	0.159894692	-0.08149862	-0.022712974	-0.128977725	-0.345041115	-0.227754188	-0.247973105
A_23_P208698	19	54163349	54163469	GYS1	-0.118135466	0.483187866	0.684080682	0.48685838	0.245098263	0.010245025	
A_23_P218505	19	54211156	54211276	LHB	0.286517999	0.06691848		-0.103026401	-0.165606979	-0.14187467	-0.317898879
A_23_P164897	19	54262518	54262638	KCNA7	0.402374284	0.196278823	0.479786463	0.105749965	0.005793145	-0.023264819	-0.233424591
A_23_P4909	19	54296398	54296518	SNRP70	0.328288142	-0.035580852	0.152735901	-0.134630709	-0.598957605	-0.306173804	-0.32051539
A_23_P164912	19	54313405	54313525	LIN7B	0.449089236	0.1705527		0.056702666	-0.087873985	-0.284093752	-0.511769334
A_23_P153521	19	54313527	54313647	FLJ10490		0.10088733	0.184958492	0.003087742	0.002081727	-0.041906048	-0.371573913
A_23_P153527	19	54406632	54406752	TRPM4	0.129116036	-0.033325258	0.164899256	-0.008596334	-0.070256688	-0.242847006	-0.300898172
A_23_P130735	19	54484834	54484954	SLC6A16	0.598177173	0.048339648	0.412243061	-0.132215531	-0.256344741	-0.273385943	-0.465588118
A_23_P142135	19	54533798	54533918	CD37	0.268783661	-0.00553697	-0.814139376	-0.210764749	-0.533932098		-0.285911648
A_23_P119344	19	54537446	54537566	TEAD2	0.043224375		0.020364237	-0.074242979	0.234310921	-0.223808616	-0.36892403
A_23_P431284	19	54612873	54612993	FLJ32658	0.531534947	0.196613892	0.140375372	-0.004038932	0.049615972	-0.32247684	-0.287826583
A_23_P357374	19	54617483	54617603	TIP39	-0.044126484	-0.24119417	-0.66611429	-0.34493214	-0.02037525	-0.234846435	0.286080978
A_23_P78750	19	54625267	54625387	SLC17A7	0.629991293	0.150974442	0.346083391	-0.073720917	-0.167150278	-0.051771537	-0.478999372
A_23_P90150	19	54641370	54641490	FLJ20643	-0.005044304	0.125284686	0.158705477	0.020240947	-0.080734907	-0.047166703	-0.215760351
A_23_P50472	19	54665452	54665572	MGC10204	0.084776214	-0.040578989		-0.058961829	-0.104552256	-0.014093208	-0.135217034
A_23_P55936	19	54721262	54721382	FCGRT	-0.054141048	0.232978365			-0.009895155	0.057292238	-0.246372043
A_23_P67355	19	54785448	54785568	PRRG2	0.227059833	-0.053887707		-0.057509219	-0.198474988	-0.126980081	-0.057570095
A_23_P55948	19	54821353	54821473	Q9ULL5	0.359722168	0.069801047	0.686819461	-0.118383156	-0.167968358	0.080883209	-0.102689697
A_23_P39076	19	54830484	54830604	RRAS	-0.243982467	-0.204737799		-0.060242044	-0.181274654	0.111047338	-0.020252082
A_23_P50477	19	54868705	54868825	BCL2L12	0.110314178						-0.394672322
A_23_P27692	19	54884649	54884769		0.081904065	0.05574642			-0.106993176	-0.023419996	-0.06547537
A_23_P16283	19	54908632	54908752	CPT1C	0.071908406	-0.02605848			-0.056063089	-0.121658619	0.084775433
A_23_P164889	19	54995096	54995216	AP2A1	0.066006932	0.310252233	0.362027231		0.233478628	0.140155112	
A_23_P373568	19	55002055	55002175	AP2A1	0.07829127	-0.220354928	-0.203240826	-0.188730365	-0.123187506	-0.152428254	0.071335764
A_23_P325080	19	55049994	55050114	PTOV1	0.206450395	-0.10677068	-0.327538381	-0.318751599	-0.08309003	-0.164620582	-0.169978083
A_23_P153502	19	55064575	55064695	AKT1S1	0.323082725	0.070081358	0.246541467	0.20977014	0.12573124	-0.22380586	-0.482852874
A_23_P142113	19	55081932	55082052	TBC1D17		0.071672915		-0.299054199	-0.004425624	-0.034275038	
A_23_P502520	19	55084664	55084784	IL4I1	0.430805049			0.031217506	0.004737108	-0.24927625	
A_23_P208683	19	55102832	55102952	IL4I1	0.662843501	0.116187744	0.322783847	0.047096203	-0.241308996	-0.271850968	-0.519882696
A_23_P119338	19	55128770	55128890	ATF5	0.429204912	0.099304205	0.259469727	0.078053367	-0.284559038	0.01682681	-0.08529163
A_23_P119322	19	55144307	55144427	SIGLEC11	0.208767964	-0.091693036		-0.114615167	-0.2044853	-0.251864849	-0.339614962
A_23_P107942	19	55241812	55241932	Q9ULS9	0.277041031	0.043305934		0.029980802	-0.296362079	0.191615175	0.735550715
A_23_P78734	19	55505068	55505188	MYH14	0.276528177	0.262596413	0.454850695	0.003857768	0.003214725	0.174572106	0.649775421
A_23_P101516	19	55518324	55518444	KCNC3	-0.022181796		-0.116406645	0.025377522	0.49836721	-0.004361294	0.602504338
A_23_P67330	19	55577728	55577848	NR1H2	0.100181568	-0.062713385	0.105128963	0.015803707	-0.168290899	-0.130058699	-0.073660889
A_23_P50456	19	55612864	55612984	POLD1	0.420849845	0.01616273	0.378727126		-0.269200054	-0.070018748	-0.404934655
A_23_P27664	19	55618639	55618759	SPIB	0.607702725	-0.020046016	0.105905994	0.027326697		-0.093012073	0.048534437
A_23_P16262	19	55661231	55661351	MYBPC2		0.138432106		0.060181359	-0.170945171	0.141792712	0.130546934
A_23_P208674	19	55678181	55678301	LOC284361	0.40812367	0.192711811	0.201397102		-0.21536207	-0.261662896	-0.355228584
A_23_P67323	19	55701157	55701277	SBBI54	0.13491399	0.002726484		0.068650887	0.045284422	0.115934592	0.015561682
A_23_P208636	19	55857124	55857244	SHANK1	0.292247963	0.041877063	0.284649068	-0.042956048	-0.118958011	-0.074315128	0.057267249
A_23_P153487	19	55920528	55920648	SCGF	0.595460669	0.004657709	-0.051617316	-0.096907113	-0.132479377	-0.12591721	-0.041875697
A_23_P142096	19	55966415	55966535	GPR32	0.063927027	0.20498435	0.413985798	-0.085021714	-0.041321301	-0.03719257	-0.678253747
A_23_P27656	19	55992992	55993112	MGC13170	-0.018037626	-0.688653395	-0.569087336	-0.666267294	-0.572101803	-0.112563501	-0.43950575
A_23_P405282	19	56013425	56013545	Q8N4W5	0.320591339	-0.096399645	-0.138424209	-0.057791577	-0.110550891	-0.047552786	-0.093050134
A_23_P16254	19	56014238	56014358	KLK1	0.171361179	-0.175908106		-0.209848899	-0.292260783	-0.292415157	-0.391345663
A_23_P4856	19	56022718	56022838	KLK15	0.35735123	-0.788961804	0.159024055	-0.024008998	0.039790416	-0.099164161	-0.05803972
A_23_P208669	19	56053532	56053652	KLK3	0.394156913						-0.28065979
A_23_P114029	19	56073790	56073910	KLK2	0.192349108	-0.080232525		-0.040632047	-0.304821348		-0.297845029
A_23_P164860	19	56101896	56102016	KLK4	0.475743341	-0.001612595	0.100419599		-0.124997237	-0.251804594	-0.481098477
A_23_P153475	19	56138310	56138430		0.317174101	-0.062019024	0.274272627	-0.347876993	-0.244852262	-0.096723674	-0.457678048
A_23_P142090	19	56153709	56153829	KLK6	0.159245745	0.01213389	0.650014872	-0.315619292	-0.334257027	-0.03942796	-0.373889838
