Gene	YEW1_Control	YEW2_Control	YEW3_Control	YEW4_Treated	YEW5_Treated	YEW6_Treated
HPCAL1	1	2	0	0	2	0
NMBR	1	0	1	1	0	3
L3HYPDH	0	0	0	0	0	0
TRBV6-4	0	0	0	0	0	0
RP11-298I3.1	71	81	63	54	68	58
RP11-419J16.1	0	0	0	0	0	0
MKRNP2	12	6	2	17	14	8
LINC00577	0	0	1	3	7	0
SPDYE3	790	744	606	625	705	717
RABIF	0	0	0	0	0	0
AL121869.1	1	0	0	0	0	0
KLC4	6	6	4	6	11	5
ZNF423	3	0	1	1	1	0
USP13	5039	5540	5054	6613	6440	6257
TRAV8-5	5354	5252	4815	7374	7394	7248
CR762481.7	8691	9218	8705	10161	10211	10332
MIR3165	9	0	0	4	6	11
RP11-448G4.4	0	0	0	0	0	0
C20ORF135	29	18	33	61	35	48
RP11-5C23.2	55	52	59	70	74	55
HMGN5	254	251	167	292	285	255
TOMM22P5	0	2	0	3	7	2
PTGES3P2	0	0	2	3	3	0
SNORD45C	122	135	113	130	49	94
RP11-385F7.1	3191	3065	2850	3937	3640	3353
RP11-259A24.1	0	1	2	4	0	0
RP11-163F15.1	0	0	0	0	0	0
RP11-134K13.2	4366	4436	3695	5005	4705	4717
B3GNT5	3	1	1	2	1	5
TMEM261P1	0	0	0	0	0	0
RP5-1018K9.1	0	0	0	0	0	0
RP4-562J12.1	2567	2360	2107	2753	2364	2321
RP13-638C3.2	0	0	0	0	0	0
MIR186	1	0	0	2	0	0
CTD-2156G10.1	2	2	0	1	1	1
RP11-477N3.1	249	292	233	294	243	181
RP11-127L20.5	0	0	0	0	0	0
MAP3K19	0	0	0	0	0	0
EPN1	0	0	0	0	0	0
RNA5S16	1	0	0	1	0	0
TRPM6	3	9	4	6	4	12
OPN1MW2	1	0	0	0	0	0
IDH3G	8	3	4	5	12	3
CTC-479C5.6	0	1	2	0	0	0
LRRC73	0	0	0	0	0	0
ANKRD36B	15250	14710	13174	17900	16408	16175
BMS1P6	0	0	0	0	0	0
NFKBIB	30	30	28	24	23	25
ANKRD13A	2	8	15	6	12	20
SRPK3	41381	35344	32332	44287	39669	37096
RP11-493L12.3	0	0	0	0	0	0
FAM19A4	1	2	0	0	0	0
RP11-510M2.6	0	10	3	10	2	0
MANBA	0	0	0	0	0	0
RP5-1166A24.1	2927	2651	2220	3504	3223	3014
XXbac-BPG181B23.7	7	10	12	3	13	9
LINC00545	1	5	1	0	0	4
PPY	735	714	683	1028	1007	926
SALL4P6	10	7	1	2	18	1
RP3-495K2.3	2195	1853	1662	2259	1933	1940
RN7SL752P	11522	12074	11281	11180	11222	10238
RP11-1437A8.4	5595	5052	4860	6766	6393	5970
MIR5701-2	2	8	0	3	11	0
RP11-2L8.1	0	0	0	0	0	0
CTYEW	0	0	0	0	0	0
RP11-83J21.3	1224	947	1006	1818	1584	1537
CTD-2630F21.1	14272	13800	12458	14881	14726	14019
RP11-895M11.2	3	2	4	0	1	0
RP11-108O10.2	21	11	5	19	26	26
DGCR6	61	42	48	56	40	58
TMEM234	0	0	0	0	0	0
HMGB1P12	0	0	0	0	0	0
RNU5A-5P	0	0	1	0	0	0
AC079112.1	1	1	3	1	4	1
AC253576.2	0	0	0	0	0	0
MIR3180-5	843	983	802	886	1069	976
AC073043.1	0	0	0	0	0	0
AC073626.2	0	0	0	0	0	0
AL671561.1	896	972	863	1129	1131	981
HDHD1P1	0	0	1	0	0	0
RP11-44N12.2	42	17	19	16	9	13
RP11-851M3.1	6	7	2	2	3	8
OR4C12	0	0	0	0	0	0
MIR1178	0	0	0	0	0	0
ITGA9	9	4	2	7	13	2
RP11-420L9.4	1018	1246	939	1125	1149	1158
RP11-478K15.6	0	0	0	0	0	0
ENPP7P2	4	6	7	1	1	3
RNU6-733P	0	0	0	0	0	0
AC104297.1	0	0	0	0	0	0
RP11-1033H12.1	46	19	32	63	31	40
RP11-543G18.1	0	1	3	9	0	7
RP11-717I24.1	1132	987	1000	1424	1145	1148
OR5H8P	103	92	88	96	83	91
EXOC3L4	0	0	0	0	1	0
RP11-380J14.1	5765	5411	5177	7104	7044	6874
RP5-1021I20.5	0	0	1	0	0	0
ZNF252P-AS1	0	0	0	0	0	0
GNL3	2	1	7	5	1	0
AZIN1	13	1	4	10	14	14
RP11-534C12.1	0	0	0	0	0	0
REEP3	5	0	0	0	0	0
EAPP	0	0	0	0	0	0
AC009365.4	0	0	0	0	0	0
AC009892.1	25	17	21	22	20	27
RBMX2P5	4056	3375	3225	4900	4786	4206
CTC-527H23.1	1	6	1	1	0	3
SYT5	0	0	0	0	0	0
RAB2A	0	0	0	0	0	0
AC002472.11	0	0	0	0	0	0
DAOA-AS1	5	2	1	4	3	2
TICAM2	0	0	0	0	0	0
TRMT44	0	0	0	0	0	0
AC018641.7	1178	1052	906	1092	1260	1138
NT5DC4	900	846	652	995	867	778
TBL1YP1	3	3	0	0	0	0
HKDC1	11	5	4	8	4	0
SCD	0	4	0	0	0	0
RP11-320G24.1	1852	1357	1273	2386	2040	1997
PAPD5	0	0	0	0	0	0
MRPL1	0	0	1	0	2	0
AF178030.2	14904	15110	13078	16603	16356	15456
RP5-1100E15.4	1	0	0	0	1	3
RP11-395E19.2	4440	3876	3641	5398	5070	4877
ZNHIT1	0	0	0	0	0	0
BTNL3	22	19	15	12	26	21
U66059.58	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
KLHL32	10	5	13	9	4	15
AL359836.1	4270	3808	3531	5394	5017	4893
CYB5D2	0	7	0	0	0	0
RNU6-1132P	9	16	16	25	29	4
ZNF682	0	0	0	0	0	0
RP11-353B9.1	0	0	0	0	0	0
SNORD114-26	0	0	1	5	0	8
RP11-273G15.2	0	0	0	0	0	0
RNF216-IT1	0	0	1	0	0	0
RNF6	0	0	0	0	5	0
RP11-855A2.3	1346	1066	1074	1412	999	1165
IFNE	7	10	3	9	5	6
SNORD3A	2	0	0	2	0	0
MIR3145	0	0	0	0	0	0
FOXC1	0	0	0	0	1	0
ILVBL	0	0	0	0	0	0
RP11-339F13.2	1087	1093	1012	1661	1486	1602
RP11-166O4.6	0	0	0	0	0	0
RHEBP2	0	0	0	0	0	0
TMED3	6679	5920	5736	7730	6883	6566
ARHGAP4	3176	2689	2611	3288	3000	2792
CDRT7	0	1	0	0	5	0
LMO4	25	6	11	16	33	22
RP11-680G24.1	6	4	11	24	19	8
COL4A4	1	0	0	0	0	0
AP001631.1	325	281	274	424	365	296
RP11-627K11.5	5	5	0	0	0	0
MRRFP1	41	37	23	35	39	52
RP11-1036E20.7	8	5	2	7	5	9
ZNF668	0	0	1	0	2	0
RNU4-1	245	274	263	453	364	387
C17orf72	357	387	277	409	384	372
RELL2	1304	1232	1007	1402	1387	1404
SP9	66	74	80	126	173	99
RP11-10D7.5	0	0	0	0	0	0
AC055813.1	596	547	518	696	632	589
RP11-289K10.1	744	770	676	711	583	689
CTC-513N18.4	0	3	0	0	0	0
RP11-219E7.3	0	0	0	2	0	0
RP11-423O2.1	0	0	0	0	1	0
SPIB	1628	1454	1311	1553	1527	1321
AC099326.1	43	50	67	55	63	72
ASAP1	0	1	0	0	0	0
RP1-232L22__B.1	1	0	0	0	0	0
RP11-789C17.3	1	1	0	1	0	1
KLF5	0	0	0	2	0	2
PTPRA	5	9	23	11	8	11
TIMM8A	27	9	1	6	10	7
KRT8P45	7397	6359	5564	7322	6540	6744
AC005546.2	0	0	0	0	0	0
RP11-80K21.3	18	9	5	13	21	4
BOLL	1217	1262	1057	1130	1221	1032
STX18-IT1	7509	5781	5425	10741	9096	9579
RPL31P35	3	0	0	0	0	0
SNORA74	34	28	44	48	41	56
SUMO1P2	6017	5284	4746	6803	6214	5949
TRIM15	6	11	5	19	3	6
RP11-364P2.2	0	0	0	0	0	0
AC008280.1	20019	19381	17805	32658	33238	30660
CTD-2555O16.1	8020	7327	6636	8550	7332	7456
AL591704.9	11	9	8	7	2	16
SNORD23	74	25	34	80	96	73
BRD7P4	0	0	0	1	4	0
MIR510	10362	9612	8568	10727	9709	9957
RP11-39E3.5	1	3	3	5	12	0
PCDHB6	40	18	15	46	23	32
RP11-325I22.2	1883	1833	1618	1870	1623	1726
RP4-705O1.1	3	5	13	4	6	11
SYTL4	1086	1206	1088	1144	1239	1091
SOCS2P1	2	5	0	2	5	0
AC079233.1	748	655	607	575	624	581
SLITRK5	64	73	71	82	88	71
DEFB119	8513	7693	6830	9610	8628	8231
PTGES2	0	0	0	0	0	0
KRT41P	3	3	3	0	3	0
CCDC6	13001	13142	12318	18744	17719	17283
PLEKHB2	0	0	0	0	0	0
RP11-463H24.1	0	0	0	0	0	0
CXorf56	0	0	0	0	0	0
PRLR	51	37	43	106	74	62
LINC00243	0	0	0	0	0	0
RP11-465N4.4	0	8	0	4	0	0
RP11-308D16.1	38	31	13	17	10	7
KRTAP10-5	859	754	601	717	567	607
RNU2-68P	0	0	0	0	0	0
CACNG8	0	2	0	0	0	0
AC006369.2	296	237	281	317	279	284
RP11-56H16.1	9	3	8	4	4	6
CELA3A	0	0	0	0	0	0
ZNF816	3371	3440	3000	4244	3719	3845
AC118282.3	1601	1452	1324	2114	2122	1952
RP11-567N4.3	0	0	0	0	5	0
RNU6-262P	0	0	0	4	0	1
RNU6-305P	637	520	489	780	743	776
CSNK2A2	86	67	74	107	103	99
CCDC82	3	0	1	0	0	0
CTD-2340D6.2	0	0	0	0	0	5
CTD-2194D22.1	4278	3941	3468	4458	4564	4277
RPS2P32	1	3	0	0	0	0
RP11-45H22.2	0	0	0	0	0	0
SNORD1B	1	0	0	0	3	0
RP11-182J1.5	0	0	0	0	0	0
CHEK2P5	0	0	0	0	0	0
RP11-168F9.2	0	0	0	0	0	0
GBP2	0	0	0	1	0	0
RP11-629P16.1	4	3	4	5	5	4
CCDC42	0	0	0	0	0	0
LINC00847	0	1	0	0	0	0
RP11-404F10.2	465	410	359	527	512	534
RN7SKP296	3	4	3	2	0	2
RP11-204M4.1	0	0	0	0	0	0
RP11-317P15.3	40	20	35	27	74	29
RP11-730G20.1	781	614	632	1024	858	729
VCY1B	0	0	0	0	0	0
AC103686.1	4	6	4	5	3	8
OPN5	0	0	0	0	0	0
RP11-781P14.3	0	0	0	0	0	0
RIMBP2	3	2	1	2	5	5
FAM21B	0	0	0	0	0	0
AC011330.5	0	2	2	6	6	14
BX664608.1	6880	5844	5464	7140	5991	6073
RP11-701P16.5	3	3	3	9	10	4
FAM171A1	0	0	0	0	0	0
RP11-284F21.8	1	0	0	0	1	10
TYW3	924	1046	797	1133	1155	912
DNAJC19P6	0	0	0	0	0	0
RP11-739L10.1	0	0	0	1	0	0
CRCT1	0	1	0	0	0	0
SPTY2D1	0	0	0	0	0	0
CTD-2008A1.2	0	0	0	1	0	0
RP11-104E19.1	0	0	0	0	0	0
CROT	0	0	0	0	0	0
RP11-14D22.2	2511	2387	2072	2918	2355	2410
CDY6P	749	471	466	617	619	488
SVOP	2199	2064	1882	2207	2258	2011
RN7SL835P	0	2	0	0	0	0
RNU6-214P	0	0	0	2	0	0
AC139452.2	89	85	84	140	93	101
ABCC9	14	11	9	28	6	16
RP5-849H19.2	0	0	0	0	0	0
ITPKA	1168	995	825	1230	1150	1199
AC092159.3	7272	6582	6170	7616	6557	6811
OR4N3P	1	11	1	6	5	6
RPL29P33	6	1	0	6	4	3
LINGO2	3120	3438	2986	4521	4128	4127
AADAC	0	0	0	0	0	0
RNU6-1109P	0	0	0	0	0	0
AC138649.1	725	580	558	762	670	700
DPT	1	2	1	2	6	2
FAM134C	5	8	3	1	4	0
TCP11	2320	2116	1930	2410	2417	2129
FAM49A	4382	4204	3697	4314	4201	4009
RNU6-1063P	2	0	3	0	0	0
RP11-867G23.3	0	0	0	0	2	0
AC074212.6	274	210	209	268	266	236
F8A3	0	0	0	0	0	0
RP11-173M1.5	0	0	0	0	0	0
RN7SL522P	0	0	0	0	0	0
RP11-128M1.1	231	176	206	370	326	284
AC092634.1	0	0	0	0	0	0
CR759912.7	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0
AP001601.2	0	0	0	0	0	0
CTD-2619J13.19	0	0	0	0	0	0
CTD-2540B15.10	0	0	0	0	0	0
GOLGA2P2Y	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
NFIB	0	0	0	0	0	0
CTD-2653B5.1	0	0	0	1	3	2
OR6W1P	0	0	0	0	0	0
FAM231D	0	0	0	0	0	0
MRPS36P5	1354	1330	1120	2785	2204	2521
RP11-145B3.2	0	0	0	0	0	6
DNM1P50	1396	1392	1227	1203	1138	1103
RN7SL303P	0	0	1	0	0	0
COPG2IT1	2	3	0	0	0	0
AL844213.7	0	0	0	0	0	0
CTD-2626G11.3	0	0	0	0	0	0
MPP3	0	0	0	0	0	0
RALGAPB	0	0	0	0	0	0
RP11-84D1.2	0	0	1	5	0	0
RNU6-161P	4730	5500	5261	5646	5415	5521
RNU6-183P	4	0	7	0	2	2
RP11-699A5.2	0	0	0	0	0	0
GLULP5	1	1	0	4	3	1
TRMT1L	0	0	2	0	0	0
RP11-474C8.3	0	0	1	0	0	1
DIAPH1	0	0	0	0	0	0
RP11-310A13.2	6570	6486	5670	9770	9479	8875
RP6-166C19.17	0	0	0	0	0	0
FAM74A2	7	1	6	4	6	8
IL1A	0	0	0	0	0	0
ZSCAN23	0	0	0	0	0	0
MEIS2	0	0	0	0	0	0
HIGD1AP8	0	1	3	4	4	7
SPATA25	0	0	0	0	0	0
RP11-179A10.1	16	48	29	22	18	17
KIAA0513	0	0	0	0	0	0
CTD-3065J16.6	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
KRT18P31	0	0	0	0	0	0
AC053503.4	0	0	0	0	0	0
RNU6-275P	0	0	0	0	0	0
RNA5SP91	0	0	0	0	0	0
AC009310.1	0	0	0	0	0	0
PHBP12	0	0	0	0	0	0
RP3-527G5.1	0	0	0	0	0	0
CD27-AS1	0	0	0	0	0	0
RN7SL654P	0	0	1	0	1	0
RNA5SP61	0	0	0	0	0	0
DPY19L2P2	0	0	0	0	0	0
AC007403.3	0	0	0	0	0	0
RP11-419I17.1	2	0	0	0	0	0
OR10K1	0	0	0	0	0	0
PTGES3P4	0	0	0	0	0	0
AC068669.1	2	6	4	11	11	0
CTB-102L5.4	0	4	0	0	0	0
RNU6-511P	478	531	501	560	658	424
RP11-157D6.1	0	0	0	0	0	0
RP11-429H5.1	0	0	0	0	0	0
RP11-113C12.8	0	0	0	0	0	0
RP11-91J3.2	0	0	0	0	0	0
RP11-453O22.1	0	0	0	0	0	0
CASP5	0	0	0	0	0	0
RP5-905H7.4	0	0	3	0	0	0
STAT5A	0	0	0	0	0	0
SNORD15B	0	0	0	0	0	0
MALT1	0	0	0	0	0	0
RNU6-858P	0	0	0	0	0	0
TIMM21	0	0	0	0	0	0
RP4-566D2.1	1	0	0	1	16	31
AC073188.1	0	2	0	0	2	1
CTB-152G17.5	0	0	0	0	0	0
RNF220	0	0	0	0	0	0
PRKRIRP4	0	0	0	0	0	0
CTD-2034I4.2	0	0	0	0	0	0
RN7SKP38	0	0	0	0	0	0
SF3A1	0	0	0	0	0	0
RP11-278C7.1	0	0	0	0	0	0
ADNP	0	0	0	0	0	0
ELK1P1	0	0	0	0	0	0
CHRAC1	416	355	405	589	496	551
TOR1AIP2	2547	2331	2099	2916	2613	2609
RNU1-98P	8	7	0	9	9	7
CDH2	0	1	4	0	3	2
AC115115.3	2	14	10	17	10	6
HDAC5	4655	4464	3968	4938	4714	4594
RPL30P1	292	403	326	354	309	469
RN7SL501P	0	0	0	0	0	0
MAML3	1411	1542	1270	1841	1725	1687
AL645728.3	0	0	0	0	0	0
AC012445.1	1957	2052	1904	2082	1938	1794
KCNJ11	2	0	1	0	0	0
KDR	0	0	0	0	0	0
C3orf27	0	0	0	0	0	0
USP9YP13	0	0	0	0	0	0
OR4A42P	0	0	0	0	0	0
KRT33A	99	73	75	77	79	65
GAPDHP49	0	0	1	0	0	0
RP13-210D15.1	0	0	0	0	0	0
CFH	0	0	0	0	0	0
RP11-378N18.1	0	0	0	0	0	0
AC011475.1	0	0	1	2	0	0
FUCA1P1	391	430	380	361	333	371
SHISA4	0	0	0	0	0	0
CLDN11	2593	2595	2460	2402	2163	2107
APC2	0	0	0	0	0	0
SPIN3	0	0	0	0	0	0
RNU6-908P	2747	2537	2363	2849	2821	2521
SMCP	829	785	845	828	823	864
WDR95P	6	2	3	5	8	5
ACSS1	0	0	0	0	0	0
QRSL1P1	19914	20268	18456	21289	20382	19968
IQSEC2	42	21	24	23	17	30
IKZF5	0	0	0	0	0	0
RP11-79P5.3	0	0	0	0	0	0
SUMO1P4	0	0	0	0	0	0
ZNF550	1231	1220	977	1509	1297	1336
RP11-440D17.1	0	0	0	0	0	0
ATF4	0	0	1	0	0	0
CREB1	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0
DKFZP779J2370	0	0	0	0	0	0
RP11-403B2.5	104	73	76	91	96	103
NUPL2	1	1	2	3	0	1
RP11-19P22.3	195	177	128	125	173	109
DBN1	1324	1007	992	1414	1221	1138
CTC-261N6.1	0	0	0	0	0	0
RP11-549L6.3	0	0	0	0	0	0
AF124730.4	2	0	0	0	0	0
GXYLT1P1	439	414	361	465	459	439
TRMT61A	7	4	7	6	22	4
HELT	0	1	0	0	1	0
RP11-17E13.2	96	70	69	84	77	55
CTD-2017D15.1	0	0	0	0	0	0
GAPDHP64	0	0	0	0	0	0
MIR422A	1	0	0	0	0	0
AC021016.7	4745	5401	4776	5319	5199	5011
RFX2	0	0	0	1	0	0
RPL12P43	0	0	0	0	0	0
CALR	0	0	0	0	2	0
LINC00266-3	1	0	0	0	0	0
RP11-413B19.2	0	0	0	0	0	0
AL355531.2	0	0	0	0	0	0
RP11-483C6.1	0	0	0	0	0	0
CTD-2521M24.8	33	10	39	91	92	70
RNU6-540P	4045	4095	3726	4568	4341	4252
SMEK2	6	3	3	8	1	3
RP11-114H23.2	12	17	9	10	15	23
PRH1	0	0	0	0	0	0
RP1-90L14.1	1032	963	815	1040	977	935
RP11-302M6.4	2040	1793	1753	2182	2252	2039
NUP98	6444	7066	6396	6771	6804	6318
AC069067.2	0	0	0	0	0	0
AC011816.1	0	0	0	0	0	0
RP11-346D6.4	0	0	0	0	2	0
NDST1	808	758	710	892	820	737
TOP1	720	589	557	1183	1047	1015
CHRM2	2572	2400	2167	3769	3659	3708
ALG6	0	0	0	0	0	0
CTD-2529P6.4	1	0	0	0	0	0
CTC-457E21.9	0	0	0	2	0	3
RP13-582O9.7	2767	2436	2319	3077	2535	2646
PLAC4	1	3	0	4	8	0
TLR7	0	0	0	0	0	0
TUBB8P9	2048	1934	1701	2774	2744	2469
RP11-309H21.3	332	276	278	333	290	244
RP5-905H7.3	0	4	0	4	5	5
SNORA66	579	501	520	527	526	565
RN7SL408P	3973	4127	3610	3604	3417	3320
RP4-736H5.2	2	3	9	6	6	5
MIR603	3835	4038	3502	4492	4260	4091
CTB-49A3.2	2	0	0	0	0	0
ZNF725P	29	17	19	42	13	26
RP11-323H21.3	0	0	0	0	0	1
CTD-2022H16.3	0	0	0	0	0	0
AP001007.1	0	0	0	0	0	0
RPP14	0	0	0	0	0	0
ARMC8	0	0	0	0	0	0
RP11-218C14.2	1	3	3	2	5	7
RP4-710M3.2	0	0	0	0	0	0
RNA5SP520	0	0	0	0	0	0
AC004988.1	0	0	0	0	0	0
RP11-339A11.2	154	97	105	189	147	161
RP11-143M1.4	10575	9443	8202	10606	9756	9098
AC011648.1	797	697	639	822	874	744
RP11-809C18.4	31	30	39	36	41	62
RP11-113K21.4	1974	1605	1390	2272	1909	1816
RP11-941H19.3	26	37	27	15	33	24
C8orf87	0	0	0	0	0	0
RP4-743O11.1	0	0	1	0	0	0
RP11-168A11.4	0	0	0	0	0	0
C2CD5	14	21	16	11	6	11
RNA5SP499	0	0	0	0	0	0
OR5T3	0	0	0	2	0	0
SPIN4	1	0	0	5	10	2
RP11-165D20.1	0	0	0	2	0	0
MIR4685	0	0	2	0	0	0
RP11-417J1.1	34	23	23	44	22	18
RP3-499B10.3	0	0	0	0	0	0
OR6J1	0	0	0	0	0	0
RP11-1E22.1	0	0	0	0	0	0
ABCB9	0	0	0	0	0	0
PRORSD1P	0	0	0	0	0	0
AC093515.1	18	5	8	20	4	14
IFITM4P	0	0	0	0	0	0
RP11-231L11.3	0	0	1	0	1	0
PITX2	0	0	0	0	0	0
RP11-427P5.2	0	0	0	0	0	0
RP11-666A8.9	4643	4901	4518	5530	5846	5279
H3F3BP2	0	0	0	1	0	0
RPL23P11	42	48	16	70	54	23
DMD-AS3	209	179	158	139	147	165
IGKV2-38	0	0	0	0	0	0
RP11-419N10.5	0	1	0	0	0	0
RP11-770E5.2	0	0	0	0	0	0
KPNB1	31	20	28	22	25	19
AL121893.1	279	295	228	169	138	163
SLC1A5	0	0	3	0	0	0
IGHVII-1-1	351	346	312	307	295	219
ST13P4	19	8	23	12	32	10
PSMB9	2689	2601	2483	2736	2654	2369
AC091770.3	0	0	0	0	0	0
AC008074.3	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0
RNU6-162P	0	0	0	0	0	0
CTB-43P18.1	0	0	0	0	0	0
RNA5SP164	0	0	0	0	0	0
RP11-65J21.4	0	0	0	0	0	0
AP001024.2	0	0	0	0	0	0
FAM231B	0	0	0	0	0	0
AC092171.2	0	0	0	0	0	0
RP11-266K22.2	0	0	0	0	0	0
AC008122.1	0	0	0	0	0	0
ELL2P3	0	0	0	0	0	0
TSHB	0	0	0	0	0	0
OR1N1	0	3	0	6	2	3
RP11-98J9.2	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0
SLC26A10	0	1	1	0	1	0
RP11-216N21.1	0	0	0	0	0	0
GOLGA7B	7	2	2	8	1	6
AL606923.1	0	0	0	0	0	0
AOX1	0	0	0	0	0	0
RP11-180K7.1	3098	3057	2611	3729	3430	3390
KLRC2	1633	1845	1645	2480	2304	2253
EMR4P	0	0	0	0	0	0
PYY2	6	22	15	13	17	21
RP11-98C8.1	1	0	0	0	0	0
RP5-926E3.1	0	0	0	0	0	0
PIK3C2A	19	25	16	5	18	8
SLC35A4	12657	13975	12657	14993	14587	14008
FAM83G	0	0	0	0	0	0
H2AFZP4	0	0	0	0	0	0
EIF4G2	0	0	0	0	0	0
LRRC37A4P	2489	2645	2472	2358	2389	2285
RP11-3J10.4	0	1	0	0	0	0
RP11-339D23.1	10	2	0	1	0	0
OIP5	0	0	0	0	0	0
RBM22	0	0	0	0	0	0
RTFDC1	0	0	0	0	0	0
LINC00595	0	0	0	0	0	0
MIR1972-1	0	0	0	0	0	0
AC073284.4	0	0	0	0	0	0
RP3-412A9.16	0	0	0	0	0	0
TRAPPC2P8	0	0	0	0	0	0
RP11-305O4.3	0	0	0	0	0	0
PUS7L	0	0	0	0	0	0
RPL35P9	0	0	0	0	0	0
XXbac-B33L19.3	0	0	0	0	0	0
NUTF2	0	0	0	0	0	0
MIR181C	0	0	0	0	0	0
SEPHS2	0	0	0	0	0	0
FKBP4P1	0	0	0	0	0	0
snoMe28S-Am2634	0	0	0	0	0	0
KCNE1L	348	347	335	334	288	332
AC002075.3	0	3	1	0	0	0
AC079799.2	0	0	0	0	0	0
AC006487.1	14	4	1	0	4	3
RNU6-505P	0	0	0	0	0	0
OR8D1	0	0	0	0	0	0
CTD-2066L21.3	0	0	1	0	0	0
COX7B2	2901	2884	2573	3688	3296	3052
RP11-677O4.4	3171	3044	2681	3546	3459	2971
IGHD2-15	3056	2702	2742	3441	2893	2958
PKP4	0	0	0	0	0	0
RP11-97F8.1	9	2	1	4	12	6
AC061992.1	0	1	1	4	4	0
GPR150	6	18	25	16	19	25
AC062020.2	0	0	0	0	0	0
DEFB108P4	1939	1662	1680	2311	2023	2094
MIR4451	0	0	0	0	0	0
RN7SKP120	2	4	5	4	1	5
RN7SL816P	1573	1251	1217	1485	1355	1157
NTM	0	0	0	0	1	0
ACER3	0	0	0	0	0	0
AC026806.2	0	0	0	0	0	0
MIR1229	0	0	0	0	0	0
C17orf78	0	0	0	0	0	0
AF011889.2	0	0	0	2	0	0
RPS29P26	8	3	4	8	5	4
KB-1639H6.8	7671	7554	6655	8325	7657	7551
METTL21A	11	5	7	5	7	5
RNA5SP268	0	0	0	0	0	0
RN7SKP105	3119	2388	2309	2466	2268	2024
RPS6P20	0	0	0	0	0	0
RP13-216E22.5	2	0	0	0	0	0
DLG5-AS1	0	0	0	0	0	0
RP11-600L4.1	0	0	0	0	0	0
BRWD3	0	0	0	2	0	1
RP11-186N15.3	9537	8346	7381	9836	8817	8468
FAM60BP	0	0	0	0	0	0
EFTUD1P2	11	8	3	5	2	6
RPS24P1	4	7	7	3	2	0
PRMT3	513	427	358	637	512	516
TSSK3	1	0	1	0	6	2
TEX37	0	0	0	0	0	0
UBE2QL1	0	0	0	0	0	0
HMGN1P30	15	9	5	14	4	6
MIR3179-1	0	0	0	0	0	0
RP5-1100I6.2	0	0	0	0	0	0
ARHGAP42P1	0	0	0	0	0	0
RNU6-125P	14	0	1	15	10	1
KIAA0754	0	0	0	0	0	0
RP11-14C22.6	0	0	0	0	0	0
RP11-71G12.1	18798	16131	15426	29898	30646	26936
RNU5E-7P	0	0	0	0	0	0
AC138393.1	0	0	0	0	0	0
NT5C	0	0	0	0	0	0
AC140061.12	73	73	62	135	81	91
GAS6-AS1	3	0	0	5	0	0
RNU6-1233P	0	0	0	0	0	0
SOAT2	0	0	1	0	0	0
COL21A1	13	10	8	26	19	18
MIR3665	0	0	0	0	0	0
FOSB	0	0	0	0	0	0
ITGB5-AS1	0	0	0	0	0	0
RP11-159C21.4	0	0	0	0	0	0
MMP17	0	0	0	0	0	0
ODF1	5	0	4	2	0	5
RP11-232L2.1	169	191	159	252	238	247
GLUD1P2	5	4	4	6	1	3
RP11-848P1.7	5	0	2	3	0	1
KB-1043D8.8	0	0	2	4	0	6
RP11-719N22.1	3	0	0	1	0	10
FBXL7	5	1	2	2	6	5
RP11-680F8.1	3	2	13	1	0	8
ZNF337-AS1	262	222	334	318	343	358
PRSS16	0	0	0	0	0	0
TCP11L2	0	0	0	0	0	0
HMGN2P5	0	0	0	0	0	0
CPQ	0	0	0	0	0	0
RP11-692E14.1	2	0	0	0	0	0
RP11-483P21.2	2	4	11	2	6	3
AC005741.2	0	0	0	0	0	0
RNU6-465P	0	5	1	9	7	0
RP11-331F4.1	0	2	1	0	3	0
EFCAB14	0	0	0	0	0	1
TDGF1P7	0	5	3	8	12	8
JAKMIP2	4	1	3	4	0	1
RP11-493E3.1	48	46	54	73	79	33
CTC-498M16.4	0	0	0	1	0	1
MIR1180	0	2	0	0	0	0
AP000867.1	3	2	2	2	13	7
PARG	70	92	56	109	106	94
MIR3178	0	0	1	0	0	0
GS1-278J22.1	1	3	1	1	0	0
EMCN-IT2	0	7	0	3	0	0
RP11-665J16.1	0	0	1	4	0	4
CLUAP1	0	0	0	0	2	0
XIRP2-AS1	0	0	0	0	0	0
CNGA4	1	0	0	3	3	0
DYRK4	0	1	0	1	0	0
RP11-364B6.2	0	0	0	0	0	0
BTF3L4	0	1	0	0	0	0
RP11-79M19.2	0	0	0	4	0	0
RPL7	0	0	0	0	0	0
MYB-AS1	0	0	0	0	0	0
RP11-306K13.1	1	0	0	10	0	0
MDS2	0	0	0	0	0	0
LAMTOR1	5	1	3	1	0	0
AC110280.1	1	0	0	0	0	0
ATXN1L	0	3	3	1	0	1
HDGFRP3	0	2	0	0	0	0
CTA-390C10.10	0	0	2	0	0	0
ROBO1	1	0	0	0	0	0
TRBV4-3	3	0	0	0	1	0
CTD-2530N21.4	0	0	0	0	0	1
RP11-445P17.8	0	0	0	0	0	0
COX6B2	0	0	0	0	0	0
