	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
TRAF6	0.4968	0.2372	0.7506	1.0556	0.2384	1.3926	0.985	0.428	0.8912	0.221	-0.0208	1.2374	-0.1662	0.6976	0.9238	0.9284	0.8016	0.8038	0.9566	0.1866	0.8442	1.074	1.0414	0.5994	0.0926	1.0804	-0.008	0.5946	1.1778	0.8986	1.1702	0.8666	1.2506	0.666	1.0796	0.3912	1.031	1.2234
LMNB1	0.1402	0.9282	1.5014	0.6976	-0.6088	-0.07	-2.01	0.5036	-0.0038	-0.1614	1.6866	-1.0876	0.128	0.2778	1.016	0.036	-2.0984	0.393	-0.262	-0.441	-2.271	-0.7808	0.8452	0.3662	-0.1846	-0.8064	-0.1374	-0.1484	-1.9014	-0.0872	-1.2184	0.117	-0.5912	-2.1186	1.0224	-0.2744	1.0422	-2.1436
FAM19A5	-1.32236363636364	-1.52809090909091	-0.462181818181818	-1.06572727272727	-1.73563636363636	-0.352181818181818	-0.509090909090909	-0.317909090909091	-1.32109090909091	-1.01563636363636	-0.358636363636364	-1.25236363636364	-0.560272727272727	-0.463454545454545	-1.04436363636364	0.562545454545455	-0.752818181818182	0.309818181818182	-0.376181818181818	-0.836909090909091	-0.799	-1.36072727272727	-0.00672727272727275	-0.185181818181818	-1.92927272727273	0.461181818181818	-0.543727272727273	-1.11418181818182	0.069	-1.15645454545455	-0.440909090909091	-1.394	-1.15672727272727	-1.73309090909091	1.595	-1.31590909090909	-0.576363636363637	-0.748818181818182
SHE	0.474	0.8398	0.3314	0.2122	0.927	-0.1258	1.8626	1.547	0.2864	0.0598	0.3368	-0.3422	0.1574	1.2252	1.0684	2.1698	1.6	-0.0402	0.0094	-0.2242	1.6386	0.6272	0.1786	1.0452	-1.2968	-0.0342	0.395	-0.3538	2.7232	0.0906	0.0748	-0.0442	0.2358	0.2392	0.551	0.5698	2.025	1.868
PIK3C2B	1.5398	-0.3294	0.2724	1.125	0.7806	0.6068	0.2988	0.9288	1.7064	1.3252	1.7462	1.7448	1.2756	0.6238	1.2868	1.0904	-0.5554	0.7736	1.417	0.2526	0.335	-0.434	1.6488	0.5464	-2.9956	1.6854	1.4906	0.6408	0.9982	1.6496	1.0054	1.1306	1.3386	1.7536	1.082	1.4344	2.055	0.7014
C15orf15	-1.12735714285714	-0.959857142857143	0.522571428571429	-0.4495	-0.573785714285714	0.0508571428571428	0.0509285714285714	-1.04807142857143	0.0268571428571428	0.141214285714286	-0.853285714285714	-1.971	-1.43571428571429	-0.0652857142857143	-1.13471428571429	-1.07264285714286	-0.763714285714286	0.366928571428571	-0.871857142857143	1.51814285714286	-0.0611428571428572	-1.18742857142857	-0.897785714285714	0.266071428571429	0.0163571428571429	-0.0384285714285714	0.149071428571429	-1.886	0.0930714285714286	-1.37364285714286	-0.721857142857143	-1.54214285714286	-0.0955714285714285	-0.674214285714286	-0.341142857142857	-0.175642857142857	-0.779571428571429	-0.506142857142857
USP15	-0.716076923076923	-0.171153846153846	-0.946	-0.331461538461539	-0.249769230769231	-0.506076923076923	-0.340461538461538	-0.204076923076923	-0.613230769230769	-0.0941538461538462	-0.151076923076923	-1.19315384615385	-0.387846153846154	-0.722384615384615	-0.751153846153846	-0.712384615384616	-0.557307692307692	-0.576461538461538	0.122538461538462	-0.463923076923077	-0.427692307692308	-0.922307692307692	-0.511461538461538	-0.349384615384615	0.213846153846154	-0.524923076923077	-1.00584615384615	-0.473846153846154	-0.199	-0.615538461538462	-0.552384615384615	-0.579153846153846	-0.0577692307692308	0.0170769230769231	-0.259153846153846	-0.978384615384616	-0.0826153846153846	-0.266153846153846
TCEAL2	3.612	1.5894	1.7212	3.5406	4.1524	0.9678	3.3524	2.8582	2.674	2.926	0.0018	1.288	0.8156	1.9708	3.278	3.9526	1.4788	1.4952	1.1712	0.2806	3.0458	0.1138	1.5676	0.4696	-0.0294	-0.0522	3.4546	-0.1348	4.152	1.4304	0.0722	3.8334	0.3052	-0.148	1.371	0.8716	1.2072	2.9434
C5orf39	-1.32071428571429	-0.616285714285714	-2.044	-0.705857142857143	-1.97928571428571	-1.55828571428571	-0.532714285714286	1.62942857142857	-2.51328571428571	-0.963428571428572	-0.198428571428571	-1.93942857142857	-0.234428571428571	-0.332285714285714	-1.11928571428571	-2.17485714285714	-1.36014285714286	0.567428571428571	-0.458428571428571	-1.57842857142857	-0.911714285714286	0.385714285714286	-0.722142857142857	-2.08385714285714	0.0728571428571429	-2.01085714285714	-2.27042857142857	-1.53857142857143	-0.0208571428571429	-2.08014285714286	-1.80314285714286	-1.66671428571429	-1.45057142857143	-1.63614285714286	-1.28385714285714	-1.25985714285714	-0.532142857142857	-0.227571428571429
PTGER2	0.05	-0.2964	0.1106	-1.5818	-2.4382	-1.092	1.4474	2.1356	-1.2272	-0.1588	-0.9584	-1.3208	1.704	-0.6588	-0.5376	-0.5452	1.8802	-0.7126	-1.266	2.1542	0.6068	-0.3488	-1.7824	-1.3968	1.628	3.0858	-1.0106	-0.985	0.5344	-1.4046	1.1602	-1.7824	0.1296	-0.4618	0.6518	-0.4926	1.4434	0.7646
SLC31A1	-0.566333333333333	-0.57152380952381	-1.08304761904762	-1.39328571428571	-1.52157142857143	-1.19776190476191	-0.726904761904762	-1.54914285714286	-0.997380952380953	-1.21909523809524	-1.82385714285714	-1.91204761904762	-1.5497619047619	-1.47052380952381	0.015	-1.03980952380952	-0.993142857142857	-0.523	-1.897	-0.862190476190476	-1.17819047619048	-1.18147619047619	-1.67085714285714	-0.23552380952381	0.260666666666667	-0.597047619047619	-0.220952380952381	-0.661047619047619	-1.24128571428571	-1.61409523809524	-1.46428571428571	-1.74995238095238	-0.214571428571429	-0.693904761904762	-1.5732380952381	-0.934047619047619	0.296380952380952	-1.86590476190476
IFT172	1.1804	1.6538	0.7154	1.8342	2.1092	1.2598	2.308	0.7594	1.916	1.7988	1.4494	2.9966	2.9814	0.7004	1.3468	0.9918	2.3064	1.3434	2.2968	1.2836	2.0902	1.4624	1.7928	0.8178	-0.1518	1.3916	0.8122	2.5876	1.8902	2.1924	1.9088	1.3302	1.8308	2.2044	1.3148	0.9496	2.0012	2.189
ADAM29	0.4572	0.2936	0.3632	0.4084	0.1058	0.7798	0.134	0.391	0.1256	0.5338	0.3466	0.3612	1.1892	0.7222	0.2642	0.01	0.2554	0.2072	0.5278	0.8546	0.0614	0.6876	0.5978	0.0048	0.1804	0.8084	0.341	0.5586	0.192	0.489	0.6042	0.7396	0.3454	-0.037	0.3618	0.515	0.587	0.3974
GFOD1	0.9556	1.3598	-1.8166	0.8698	-1.857	1.266	0.6522	2.0626	-1.124	1.726	1.3162	3.2494	3.7502	2.2524	1.1784	0.888	1.1736	0.0506	0.8354	1.3284	-0.088	0.9516	2.984	-1.55	-1.0106	2.4746	-0.1726	3.2812	1.8228	0.8728	1.6516	1.2032	0.5566	-0.2766	1.8338	0.6656	0.8312	-0.1174
ST7L	1.01975	0.586625	0.248125	0.497	0.302375	0.378625	0.681125	-0.066125	0.160125	-0.125875	0.98225	0.577375	0.156125	0.382	0.551125	0.824375	0.621375	0.80725	0.9275	0.39025	0.309875	1.0455	0.210875	0.448	0.730625	0.493125	0.462	0.889875	0.837	0.8255	0.976625	1.193875	0.914	1.051	0.508625	0.684125	0.10075	0.469125
C15orf26	-0.7666	-0.7302	-0.6506	-0.6494	-0.8074	-1.7062	4.1506	-1.4152	0.9466	0.9684	-1.4956	-1.403	-1.288	-1.2012	-1.0432	-1.401	4.1068	-0.5082	-1.8046	-0.4184	3.5186	-0.573	-1.5466	-0.8026	-0.608	-1.1766	-0.7408	-1.5306	2.2438	-1.768	-1.6688	-0.7386	-1.4206	-0.8268	-1.5256	-1.5304	-1.807	3.4288
PKN3	-0.985	-0.7352	-1.229	-0.9608	-1.1434	-1.1788	-1.3536	-0.9342	-1.0402	-0.9368	-0.9964	-0.0112	-0.4506	-0.7822	-1.2616	-1.1776	-1.3438	-0.8532	-0.6414	-1.0646	-1.681	-0.6258	-0.4156	-1.4998	-1.1362	-1.414	-0.9998	-1.0668	-1.3758	-1.271	-1.5402	-0.4096	-1.0656	-1.0666	-1.1774	-1.0084	-0.6496	-0.8418
CNTD1	0.181125	0.21125	0.562125	1.131	1.61225	1.191875	1.284	-0.231	0.48525	0.657375	-0.145125	0.982875	-0.0926249999999999	2.44	-0.041625	0.076375	0.809375	2.426875	1.217	-0.126	1.300875	2.468375	0.159875	0.4125	1.063125	0.458625	1.31225	0.052875	1.037	1.041375	-0.206375	2.191625	0.153375	-0.199125	0.026875	-0.035875	0.369375	1.751375
COMMD1	0.6425	-0.2586	0.4987	0.2506	0.596	0.7469	0.759	0.1591	1.3674	0.4422	0.1756	-0.1654	-0.2649	1.0135	0.5635	0.2281	0.3423	0.6555	0.3929	0.3199	0.1564	-0.1651	0.347	1.2013	0.2908	0.1678	0.8267	0.7317	0.4615	0.0778	-0.3288	0.2226	0.7362	0.49	0.0425	0.815	0.4178	-0.2747
NTRK2	1.0163125	1.2443125	2.6366875	1.2075	0.72375	0.498875	1.1755625	1.706625	0.5516875	0.831875	0.2845625	0.3941875	0.946	0.852375	1.152875	2.999375	0.9825625	0.2691875	0.4325	0.897375	1.5181875	0.4756875	1.12625	1.798125	0.1715	1.5923125	0.53625	0.4589375	2.2586875	0.7950625	1.0630625	0.9535	0.743375	1.1735	0.9204375	1.702875	2.275375	1.7261875
FOXN3	-0.834818181818182	0.278727272727273	-0.204636363636364	-0.175727272727273	-0.633272727272727	-0.871090909090909	0.118545454545455	1.28909090909091	-0.899727272727273	-1.64190909090909	-0.0241818181818182	-0.551454545454546	0.170636363636364	-0.322909090909091	0.212090909090909	-0.00818181818181819	0.149272727272727	-0.793636363636364	-0.875090909090909	-1.40554545454545	0.373090909090909	-1.18463636363636	-0.650090909090909	0.359	-0.748181818181818	-0.757636363636364	0.0632727272727273	-0.486727272727273	1.26127272727273	-0.259909090909091	-0.355545454545455	-0.532818181818182	-0.539909090909091	0.679454545454545	-0.121363636363636	-0.786272727272727	0.731545454545455	0.521181818181818
MFGE8	-0.00961538461538461	0.465230769230769	0.187384615384615	0.204230769230769	1.02646153846154	0.927076923076923	0.115153846153846	0.773307692307692	0.414153846153846	0.134846153846154	1.39323076923077	-0.125	0.505230769230769	1.48776923076923	-0.615615384615385	-0.602461538461538	0.124846153846154	-0.0955384615384615	1.48246153846154	-0.556307692307692	0.637615384615385	0.188	-0.0881538461538461	0.101230769230769	-0.0315384615384615	0.753461538461538	1.27776923076923	0.951153846153846	0.816615384615385	-0.390153846153846	2.13123076923077	0.114307692307692	-0.898692307692308	-1.24438461538462	0.262692307692308	1.99746153846154	-0.203307692307692	0.291307692307692
PFKFB2	0.86075	1.38325	0.093625	0.60125	0.3925	0.101875	0.844	0.624375	1.370625	1.1055	0.673	1.239	1.232875	0.131625	0.296125	0.82525	0.483375	0.480875	0.895125	0.84825	0.321375	-0.01525	0.0138749999999999	0.8975	-0.0905	0.643	0.790875	0.761125	0.446375	0.4365	1.110625	1.415375	0.395875	0.820625	0.401625	0.772625	1.7755	0.349875
TAS2R4	-0.145	0.2504	0.0106	0.2856	0.1812	0.0284	-0.1094	-0.0468	0.0556	-0.0666	0.1148	0.1308	0.2576	-0.1368	-0.0776	-0.285	-0.191	-0.2884	0.3816	-0.1278	0.237	-0.0474	0.1794	0.07	0.168	-0.0492	-0.1234	0.3178	-0.0628	0.2058	0.291	0.0478	0.045	0.3936	0.1872	0.0848	0.106	0.3006
ENTHD1	-0.39725	-0.1045	-0.715125	-0.398875	0.00762499999999999	-0.2445	-0.29925	1.41075	-0.493375	1.269625	-1.020125	-0.6345	-1.20275	0.322125	-0.460625	-0.499125	-0.92575	2.124	-0.75325	0.33675	-0.88425	-0.3285	-0.1725	-0.94475	-0.53225	0.106	-0.510125	-0.170875	-0.69775	-0.61775	0.36775	-0.654125	0.128	-0.596875	-0.169875	-0.560625	-0.17675	-0.600375
PRMT5	-0.7954	-1.1558	-0.0511	-0.9427	-1.023	-1.1189	-0.7648	-0.9	-0.8894	-1.2571	-0.7409	-1.1425	-1.6202	-0.9685	-0.8812	0.4762	-0.3004	-0.387	-0.8671	-1.1501	-0.5993	-0.7137	-1.914	-0.7986	-1.5614	-0.3263	-0.5574	-0.8226	-0.9344	-1.1692	-1.7452	-0.9758	-0.5791	-0.7528	-0.3882	-0.5729	-1.1323	-1.2328
MGC16384	-1.25045454545455	-0.544636363636364	-0.288545454545455	0.0242727272727273	0.405545454545454	-1.349	-1.70927272727273	0.102454545454545	-1.43790909090909	-1.90854545454545	0.773181818181818	-0.0895454545454545	-0.982363636363636	-1.35790909090909	-0.944636363636363	-0.394090909090909	-1.11518181818182	-0.466090909090909	-0.413909090909091	-1.03527272727273	-0.138727272727273	-1.17481818181818	-1.47081818181818	-0.561545454545455	-1.773	-2.32463636363636	-1.48536363636364	-0.781727272727273	-0.860636363636364	-0.977909090909091	-0.511818181818182	-1.02881818181818	-1.79672727272727	0.208454545454545	-0.584454545454545	-2.17345454545455	-1.39472727272727	-1.12818181818182
LOC442229	0.204	0.3056	-0.7042	-0.787	-1.2184	-0.3048	-0.3426	1.1912	-0.074	1.1548	-1.1836	-0.569	-0.5148	0.6998	0.0014	-0.4994	-0.7696	-0.4228	-0.7122	0.4798	-1.0562	0.8384	-0.471	-0.5552	0.6266	-0.3374	-0.1138	0.8574	-0.5436	-0.4584	0.0776	-0.6564	0.4214	-0.1764	-0.514	0.2598	-0.1356	-0.794
TSKU	-0.808272727272727	1.97827272727273	-0.418272727272727	-0.699818181818182	-1.30427272727273	0.150272727272727	0.139545454545455	-0.483636363636364	-0.281636363636364	-0.350909090909091	-0.515454545454545	1.27545454545455	-0.417181818181818	-0.476272727272727	-0.519181818181818	-0.409545454545455	-0.0099090909090909	1.01027272727273	0.313454545454545	0.0121818181818182	-0.156090909090909	-0.380545454545455	-0.332818181818182	-0.330545454545455	-0.516545454545455	-1.06645454545455	-0.204545454545454	0.286272727272727	-0.350909090909091	-0.773272727272727	0.696727272727273	-0.576181818181818	-0.574272727272727	1.89672727272727	0.837727272727273	0.536	0.366818181818182	-0.121636363636364
KRTCAP3	2.49109090909091	2.72790909090909	2.93318181818182	2.80781818181818	3.01909090909091	3.26827272727273	3.25236363636364	1.42154545454545	3.12354545454545	4.55972727272727	2.84254545454545	3.77272727272727	5.01754545454545	1.23572727272727	3.25872727272727	1.04045454545455	3.18109090909091	2.45681818181818	3.87	1.32463636363636	3.11754545454545	3.71481818181818	3.77590909090909	3.15409090909091	-2.82327272727273	2.57527272727273	2.53690909090909	3.79727272727273	2.92345454545455	3.44309090909091	2.31281818181818	3.41263636363636	3.78872727272727	3.12409090909091	3.80372727272727	4.08709090909091	3.76054545454545	3.57745454545454
PDLIM1	-0.484461538461538	0.0723846153846154	0.120692307692308	1.04192307692308	-0.428	0.342461538461538	1.44992307692308	0.758076923076923	0.587230769230769	0.505923076923077	0.396076923076923	0.728923076923077	0.159230769230769	1.00807692307692	0.665461538461538	0.379461538461538	2.37246153846154	-0.843461538461539	0.191769230769231	0.636692307692308	0.476923076923077	0.823769230769231	0.413769230769231	-0.105615384615385	0.386	-0.345692307692308	0.555846153846154	0.858692307692308	1.07923076923077	-0.0534615384615384	0.729692307692308	0.469	-0.183076923076923	0.403461538461539	0.536461538461539	0.197769230769231	1.92161538461538	1.30669230769231
KCNS2	0.526	0.222166666666667	0.238833333333333	0.2735	0.225666666666667	0.520166666666667	0.301	0.281833333333333	0.1235	0.4595	0.225	0.445333333333333	0.573833333333333	0.5855	0.527	0.261166666666667	0.336	0.190333333333333	0.6365	0.691833333333333	0.0411666666666667	0.497166666666667	1.816	0.367833333333333	0.0161666666666667	0.586833333333333	0.71	0.466166666666667	0.462333333333333	0.476333333333333	0.245666666666667	0.664333333333333	0.327	0.110666666666667	0.504666666666667	0.582166666666667	0.741166666666667	0.313166666666667
RNF126	-0.706	-0.589125	-0.68925	-0.625	-0.81125	-0.615125	-0.85475	-0.08575	-1.185	-0.77525	-0.855875	-1.143875	-0.083125	-0.81375	-1.22375	-0.695625	-0.18625	-0.877	-0.68325	-0.38	-0.654875	0.523625	-0.4225	-1.378	0.101	-0.874125	-0.655	-0.80425	-0.68275	-0.128625	0.068125	-0.691625	-0.7055	-1.848	-0.526125	-0.781625	-0.25625	-0.402625
CEP63	-0.2863	-0.2683	-0.1706	0.4703	0.2864	-0.6843	-0.6018	-0.2996	-0.5134	-0.9352	0.136	-0.5951	-0.2217	0.0642	-0.1648	-0.7105	-0.6082	-1.1217	-0.1945	-0.4496	-0.0817	-1.1663	-0.7519	-0.7408	0.5629	-0.4826	-0.0885	-0.3725	-0.3493	-0.9913	-0.281	-0.9117	-0.1357	-0.1591	-0.9638	0.0806	-0.7436	-0.8016
CLIC4	-0.9811	-0.4717	-0.8776	-0.3703	-1.0585	-0.0883	-0.8605	0.127	-0.8998	-0.2814	-0.633	-1.703	-1.1236	-0.000700000000000017	-0.5789	-0.8594	-0.8765	-1.2051	-0.7501	0.0547	-1.4188	-1.425	0.8984	0.00530000000000002	1.1561	-0.748	-0.5492	-0.4128	-0.0187	-1.3236	-0.208	-1.0112	-1.1406	-0.1233	-0.8724	-1.564	-2.0156	-1.4961
hCG_1990170	-0.4518	1.736	4.1066	4.2764	0.0688	0.197	4.076	-0.4522	2.9092	2.4448	-0.6078	0.0504	-0.7142	0.0932	0.0106	4.175	4.3706	1.3084	-1.5982	3.9634	3.9772	2.2288	0.7462	-0.6732	-1.181	4.0566	2.269	-0.6182	3.8586	0.93	1.453	-0.405	4.1632	1.6628	-0.4848	0.7164	2.8312	3.274
ACR	0.275538461538462	0.719846153846154	0.237923076923077	0.444846153846154	0.376461538461538	0.905153846153846	0.854692307692308	0.555846153846154	0.720769230769231	0.629692307692308	1.03146153846154	1.99484615384615	0.973692307692308	0.572692307692308	0.646384615384615	0.695923076923077	0.799384615384615	0.173461538461539	0.934	0.771	1.00361538461538	1.33184615384615	0.564461538461539	0.244076923076923	0.143153846153846	0.695461538461538	0.475	1.124	0.965307692307692	0.562461538461538	0.792076923076923	1.35430769230769	0.498538461538462	0.897384615384615	0.426230769230769	1.14746153846154	1.72023076923077	1.36153846153846
KLK7	5.0438	4.9646	2.1784	5.2454	4.9404	4.6642	4.2522	5.069	4.6116	6.2554	5.158	4.1348	6.5332	5.7618	4.9798	3.1408	4.3816	4.7044	5.5632	4.6872	4.441	4.9668	6.3138	2.0326	-0.2584	5.5368	4.3312	4.9432	4.86	4.0756	5.7798	4.6858	5.2162	4.0908	4.2946	5.4096	0.3504	5.4368
ALOX5AP	2.71918181818182	2.17754545454545	-0.897363636363636	2.17672727272727	0.331545454545455	2.86854545454545	3.491	2.63836363636364	-1.25427272727273	1.96390909090909	2.57918181818182	-0.972090909090909	0.229	2.00981818181818	2.33045454545455	0.730909090909091	3.11127272727273	-0.607727272727273	2.18645454545455	2.48736363636364	2.24318181818182	1.81172727272727	0.629636363636363	0.113454545454545	-1.35654545454545	2.96209090909091	-1.20581818181818	1.88963636363636	3.03272727272727	0.617272727272727	0.455636363636364	-0.780090909090909	3.63427272727273	3.89581818181818	1.80881818181818	2.50763636363636	2.79818181818182	3.12190909090909
RIPK3	3.6068	2.1474	0.7366	3.4796	2.8224	3.7998	3.3828	3.8594	2.5294	4.1656	3.727	3.2136	3.0262	2.3124	3.3032	3.2572	3.728	3.3636	4.0918	2.243	2.6888	3.8848	3.6434	1.527	-0.668	3.257	0.5708	3.1428	3.3162	3.6396	3.6314	0.9128	4.0996	2.5698	3.9838	4.0756	4.7288	2.7708
TAS2R9	0.688666666666667	0.608333333333333	1.06133333333333	1.236	0.492666666666667	1.80566666666667	1.12633333333333	0.370666666666667	0.854333333333333	1.742	0.562	1.32666666666667	1.63933333333333	1.34366666666667	0.63	0.0316666666666667	0.00233333333333334	0.725666666666667	1.64066666666667	3.196	0.913666666666667	1.62066666666667	1.62366666666667	0.218	0.350666666666667	1.40133333333333	0.880666666666667	1.32566666666667	0.964	1.157	1.00266666666667	1.568	1.267	0.511333333333333	0.956666666666667	1.73466666666667	1.06466666666667	0.872333333333333
C19orf18	1.05666666666667	1.74233333333333	0.325	1.19666666666667	0.417	-0.167	0.825	0.383	-0.328333333333333	-1.29166666666667	0.187666666666667	1.76833333333333	1.14866666666667	-0.632	0.114	0.159666666666667	1.72533333333333	0.642666666666667	-0.983333333333333	2.34566666666667	1.55566666666667	1.03766666666667	1.92233333333333	1.10766666666667	-0.973	0.522666666666667	-0.0456666666666667	-0.166666666666667	1.26133333333333	-0.189666666666667	0.129333333333333	2.58766666666667	-1.24233333333333	-0.524333333333333	-0.806333333333333	0.0826666666666667	-0.307333333333333	0.937333333333333
BIRC6	0.0148421052631579	0.426578947368421	0.444315789473684	-0.285631578947368	0.508578947368421	0.146368421052632	-0.617736842105263	0.198368421052632	0.384578947368421	-0.156105263157895	0.468421052631579	0.0843684210526316	-0.0521578947368421	0.000368421052631515	-0.049	0.276421052631579	-0.376473684210526	-0.241	-0.314578947368421	-0.254578947368421	-0.197894736842105	-0.336631578947368	-0.284315789473684	0.623947368421053	-0.408789473684211	0.485947368421053	-0.161	0.912157894736842	-0.0572105263157895	0.273315789473684	0.136684210526316	-0.577842105263158	-0.245526315789474	-0.0417894736842105	0.205894736842105	0.0430526315789474	0.475263157894737	-0.762157894736842
ZNF16	1.763	-0.0586666666666667	1.26266666666667	1.33	0.906666666666667	1.331	0.141333333333333	0.795333333333333	1.26233333333333	0.321	1.21	1.88633333333333	0.932	0.156333333333333	1.27566666666667	0.614666666666667	0.843666666666667	0.73	0.629666666666667	1.73633333333333	1.122	1.27366666666667	1.28433333333333	0.389333333333333	-0.483333333333333	1.764	1.37566666666667	0.535666666666667	0.652	1.25666666666667	2.09466666666667	1.77533333333333	1.29233333333333	-0.196333333333333	2.452	2.41433333333333	-0.198333333333333	0.384333333333333
RFT1	0.1398	-0.669	-0.2228	-0.9182	-0.4636	-0.2264	-0.2394	-0.6764	-0.518	0.4326	0.0228	-0.7308	-0.415	-0.1404	0.0688	-1.104	-0.5798	-1.059	-0.9084	-0.8666	-0.9272	-0.3164	-0.3466	-1.07	-0.361	-0.3258	0.1148	-0.2932	-1.0424	0.4248	-0.3464	-0.00560000000000001	0.0926	-0.8308	-0.3782	-0.0518	-0.6204	-1.264
SLC8A2	-0.4004	-0.0974	-0.4214	-0.1794	-0.4102	-0.26	-0.4058	-0.2592	-0.3914	-0.4648	-0.4534	-0.2434	-0.5468	-0.6908	-0.4956	-0.5574	-0.179	-0.4216	-0.517	-0.5176	-0.5424	-0.5068	-0.0834	-0.3488	-0.5092	-0.4532	-0.3256	-0.2512	-0.2132	-0.3022	-0.409	-0.1038	-0.4378	-0.5148	-0.215	-0.3018	-0.646	-0.3952
TACC1	-0.869090909090909	-0.510363636363636	-0.849090909090909	-0.145545454545455	-1.36972727272727	-0.764	1.29354545454545	0.624272727272727	-1.00209090909091	-0.142	-0.686090909090909	-1.19745454545455	-0.172636363636364	-0.230090909090909	0.220454545454545	-0.178909090909091	1.82927272727273	-1.49927272727273	-0.209	-1.05445454545455	1.09245454545455	-1.04881818181818	0.0851818181818182	-0.611636363636364	0.606	-0.308636363636364	-0.777090909090909	-0.815727272727273	1.83163636363636	-0.812636363636364	0.0834545454545455	-1.421	0.0787272727272727	0.996454545454545	-0.121272727272727	-0.568	0.850909090909091	1.431
ITGAD	0.466333333333333	1.09933333333333	0.1555	0.0365	0.0655	0.401833333333333	0.676	2.25316666666667	0.113166666666667	0.341333333333333	1.01333333333333	1.21066666666667	1.31816666666667	-0.1835	1.41766666666667	0.107666666666667	0.101	0.383166666666667	1.11033333333333	0.429166666666667	0.459333333333333	1.04633333333333	0.9385	0.377666666666667	1.35016666666667	0.315166666666667	0.459166666666667	1.14566666666667	1.166	0.932166666666666	2.151	0.834666666666667	1.42833333333333	0.618333333333333	0.693333333333333	0.3855	1.29533333333333	0.568666666666667
SAMHD1	2.5085	2.69616666666667	-1.1585	2.6295	-0.224	1.60633333333333	2.75833333333333	2.36566666666667	1.86066666666667	3.83983333333333	0.911	1.12183333333333	1.4985	0.535	2.58283333333333	1.82483333333333	3.23333333333333	0.806166666666667	1.7245	1.67666666666667	1.57566666666667	1.72316666666667	0.694166666666667	0.893333333333333	1.15133333333333	1.08466666666667	1.88133333333333	1.50716666666667	2.03833333333333	0.918	0.8635	-0.972	3.10666666666667	2.35833333333333	0.766833333333333	1.53633333333333	1.407	1.99016666666667
SH3PXD2B	0.925	0.358384615384615	0.762461538461539	0.854769230769231	0.488307692307692	1.24576923076923	0.434153846153846	1.34153846153846	0.720692307692308	-0.131692307692308	0.371923076923077	0.933923076923077	0.149384615384615	0.538461538461538	0.905384615384615	0.851076923076923	0.559384615384615	-0.234	-0.203769230769231	0.466307692307692	0.556769230769231	-0.248846153846154	0.764692307692308	0.900615384615385	0.829538461538461	0.343307692307692	1.24338461538462	0.656461538461538	0.424538461538462	0.523	1.14438461538462	0.556076923076923	0.199769230769231	0.289615384615385	1.01384615384615	0.899615384615385	0.490692307692308	0.481923076923077
